day;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
22/09/2020;75,939;0,631;-10,367;-0,295;5,093;-0,037;6,179;-0,241;-18,283;-0,017;42,92;0,472;-7,135;0,23;3,654;-0,483;-23,946;0,159;55,045;1,052;-3,221;-0,621;-10,532;-0,375;21,366;0,62;283,335;0,913;143,074;-0,453;43,478;-0,012;83,872;1,266;34,324;0,654;5,397;0,193;-4,006;0,551
23/09/2020;76,345;0,613;-10,794;-1,091;5,157;-0,054;6,748;0,314;-17,85;0,595;43,199;0,614;-7,125;0,209;3,497;-0,439;-23,809;0,257;54,41;0,003;-4,382;-1,799;-11,386;-0,841;21,951;0,633;284,057;1,091;143,184;-0,211;42,382;-1,119;84,372;0,935;34,464;0,408;5,462;0,305;-3,833;0,408
24/09/2020;76,479;0,54;-10,453;-0,086;5,156;0,063;6,633;0,454;-17,689;0,594;43,348;0,428;-7,096;0,039;3,162;-0,492;-23,642;0,304;53,854;-1,191;-4,367;-1,146;-11,437;-0,905;21,781;0,415;284,173;0,838;142,673;-0,401;42,514;-0,964;84,52;0,648;34,6;0,276;5,562;0,165;-3,677;0,329
25/09/2020;77,076;0,731;-10,595;0,199;5,379;0,222;7,273;0,525;-16,787;1,063;43,558;0,359;-6,935;0,19;3,454;-0,043;-23,556;0,253;51,562;-2,848;-5,309;-0,927;-11,738;-0,352;22,66;0,709;284,949;0,892;143,131;-0,053;41,94;-0,442;85,294;0,922;34,778;0,314;5,77;0,308;-3,438;0,395
26/09/2020;75,892;-0,587;-10,362;0,091;5,221;0,065;7,898;1,265;-16,154;1,535;43,63;0,282;-7,107;-0,011;3,348;0,186;-23,488;0,154;51,297;-2,557;-5,222;-0,855;-11,277;0,16;22,986;1,205;284,658;0,485;142,949;0,276;41,993;-0,521;84,088;-0,432;34,956;0,356;5,732;0,17;-3,361;0,316
27/09/2020;75,587;-1,489;-10,635;-0,04;5,307;-0,072;8,415;1,142;-15,656;1,131;43,769;0,211;-7,006;-0,071;3,437;-0,017;-23,405;0,151;52,288;0,726;-5,624;-0,315;-11,21;0,528;24,112;1,452;285,061;0,112;143,209;0,078;41,811;-0,129;84,207;-1,087;35,384;0,606;5,875;0,105;-3,106;0,332
28/09/2020;75,674;-0,218;-11,18;-0,818;5,366;0,145;8,5;0,602;-15,115;1,039;43,827;0,197;-7,015;0,092;3,449;0,101;-23,443;0,045;53,587;2,29;-6,09;-0,868;-10,93;0,347;24,093;1,107;285,103;0,445;143,309;0,36;41,75;-0,243;84,105;0,017;35,236;0,28;5,87;0,138;-3,101;0,26
29/09/2020;75,853;0,266;-10,867;-0,232;5,367;0,06;8,293;-0,122;-15,144;0,512;43,872;0,103;-7,08;-0,074;2,795;-0,642;-23,434;-0,029;54,425;2,137;-5,659;-0,035;-10,658;0,552;23,94;-0,172;285,08;0,019;142,519;-0,69;42,248;0,437;84,264;0,057;35,204;-0,18;5,857;-0,018;-3,092;0,014
30/09/2020;75,53;-0,144;-10,595;0,585;5,282;-0,084;8,02;-0,48;-15,384;-0,269;43,744;-0,083;-7,131;-0,116;2,736;-0,713;-23,404;0,039;55,652;2,065;-5,018;1,072;-10,385;0,545;23,262;-0,831;284,588;-0,515;142,335;-0,974;42,594;0,844;83,684;-0,421;35,001;-0,235;5,809;-0,061;-3,086;0,015
01/10/2020;75,278;-0,575;-10,461;0,406;5,145;-0,222;7,451;-0,842;-16,635;-1,491;43,675;-0,197;-7,035;0,045;2,673;-0,122;-23,436;-0,002;56,898;2,473;-4,048;1,611;-10,339;0,319;22,336;-1,604;284,112;-0,968;142,23;-0,289;42,858;0,61;83,349;-0,915;34,841;-0,363;5,799;-0,058;-3,156;-0,064
02/10/2020;75,55;0,02;-10,551;0,044;5,153;-0,129;7,33;-0,69;-16,806;-1,422;43,846;0,102;-6,844;0,287;3,044;0,308;-23,351;0,053;58,54;2,888;-3,997;1,021;-10,495;-0,11;22,287;-0,975;284,528;-0,06;142,626;0,291;42,746;0,152;83,673;-0,011;34,919;-0,082;5,852;0,043;-3,196;-0,11
03/10/2020;75,145;-0,133;-11,142;-0,681;4,691;-0,454;6,845;-0,606;-17,966;-1,331;44,036;0,361;-6,659;0,376;3,413;0,74;-23,335;0,101;59,129;2,231;-4,462;-0,414;-11,379;-1,04;22,281;-0,055;284,78;0,668;142,974;0,744;42,749;-0,109;83,684;0,335;34,88;0,039;5,756;-0,043;-3,403;-0,247
04/10/2020;75,303;-0,247;-11,903;-1,352;4,789;-0,364;7,045;-0,285;-18,066;-1,26;44,222;0,376;-6,47;0,374;3,694;0,65;-23,262;0,089;58,075;-0,465;-5,438;-1,441;-11,897;-1,402;22,423;0,136;285,295;0,767;143,481;0,855;42,576;-0,17;83,947;0,274;34,934;0,015;5,837;-0,015;-3,373;-0,177
05/10/2020;75,241;0,096;-12,708;-1,566;4,607;-0,084;6,67;-0,175;-18,615;-0,649;44,282;0,246;-6,396;0,263;3,895;0,482;-23,268;0,067;57,919;-1,21;-6,331;-1,869;-12,61;-1,231;22,326;0,045;285,653;0,873;143,829;0,855;42,484;-0,265;84,25;0,566;35,014;0,134;5,931;0,175;-3,534;-0,131
06/10/2020;75,287;-0,016;-12,326;-0,423;4,583;-0,206;6,542;-0,503;-18,932;-0,866;44,346;0,124;-6,376;0,094;3,984;0,29;-23,259;0,003;59,023;0,948;-5,899;-0,461;-12,785;-0,888;22,377;-0,046;285,844;0,549;143,905;0,424;42,59;0,014;84,42;0,473;35,104;0,17;5,851;0,014;-3,521;-0,148
07/10/2020;75,495;0,254;-12,167;0,541;4,673;0,066;6,529;-0,141;-18,864;-0,249;44,235;-0,047;-6,334;0,062;3,51;-0,385;-23,263;0,005;59,632;1,713;-5,544;0,787;-12,401;0,209;22,158;-0,168;285,587;-0,066;143,076;-0,753;42,918;0,434;84,44;0,19;35,085;0,071;5,859;-0,072;-3,54;-0,006
08/10/2020;75,307;0,02;-11,861;0,465;4,834;0,251;6,436;-0,106;-18,441;0,491;43,985;-0,361;-6,472;-0,096;3,58;-0,404;-23,378;-0,119;59,915;0,892;-5,113;0,786;-11,877;0,908;21,64;-0,737;285,001;-0,843;143,008;-0,897;43,171;0,581;83,838;-0,582;34,777;-0,327;5,706;-0,145;-3,408;0,113
09/10/2020;75,322;-0,173;-11,498;0,669;4,922;0,249;6,466;-0,063;-18,182;0,682;44,016;-0,219;-6,576;-0,242;3,647;0,137;-23,513;-0,25;60,238;0,606;-4,642;0,902;-11,463;0,938;21,251;-0,907;284,768;-0,819;143,046;-0,03;43,367;0,449;83,498;-0,942;34,523;-0,562;5,703;-0,156;-3,426;0,114
10/10/2020;75,207;-0,1;-11,18;0,681;4,98;0,146;6,522;0,086;-17,884;0,557;43,982;-0,003;-6,629;-0,157;3,705;0,125;-23,575;-0,197;60,45;0,535;-4,311;0,802;-11,143;0,734;20,978;-0,662;284,604;-0,397;143,139;0,131;43,547;0,376;83,182;-0,656;34,401;-0,376;5,677;-0,029;-3,423;-0,015
11/10/2020;75,416;0,094;-10,425;1,073;4,833;-0,089;6,243;-0,223;-18,872;-0,69;44,002;-0,014;-6,575;0,001;3,732;0,085;-23,564;-0,051;61,859;1,621;-3,429;1,213;-11,577;-0,114;20,826;-0,425;284,578;-0,19;143,078;0,032;43,557;0,19;83,458;-0,04;34,447;-0,076;5,746;0,043;-3,408;0,018
12/10/2020;75,502;0,295;-10,396;0,784;4,792;-0,188;6,285;-0,237;-19,154;-1,27;44,3;0,318;-6,695;-0,066;3,483;-0,222;-23,482;0,093;61,763;1,313;-3,177;1,134;-11,461;-0,318;20,999;0,021;284,957;0,353;143,035;-0,104;43,703;0,156;83,536;0,354;34,521;0,12;6,013;0,336;-3,372;0,051
13/10/2020;74,665;-0,751;-10,347;0,078;4,911;0,078;6,913;0,67;-18,815;0,057;44,657;0,655;-6,733;-0,158;3,068;-0,664;-23,242;0,322;61,292;-0,567;-3,319;0,11;-11,387;0,19;21,645;0,819;285,109;0,531;142,566;-0,512;43,489;-0,068;82,656;-0,802;34,648;0,201;6,181;0,435;-3,026;0,382
14/10/2020;74,44;-1,062;-9,893;0,503;4,678;-0,114;7,002;0,717;-19,076;0,078;44,929;0,629;-6,682;0,013;3,217;-0,266;-23,179;0,303;63,015;1,252;-2,702;0,475;-11,585;-0,124;21,882;0,883;285,343;0,386;142,809;-0,226;43,136;-0,567;82,378;-1,158;34,539;0,018;6,328;0,315;-2,916;0,456
15/10/2020;74,745;0,08;-11,185;-0,838;4,848;-0,063;7,251;0,338;-18,364;0,451;44,834;0,177;-6,819;-0,086;3,227;0,159;-23,288;-0,046;62,192;0,9;-4,366;-1,047;-11,649;-0,262;22,177;0,532;285,525;0,416;143,331;0,765;42,865;-0,624;82,641;-0,015;34,463;-0,185;6,41;0,229;-2,937;0,089
16/10/2020;75,095;0,655;-11,393;-1,5;4,994;0,316;7,324;0,322;-17,243;1,833;44,754;-0,175;-6,909;-0,227;3,223;0,006;-23,272;-0,093;62,388;-0,627;-4,671;-1,969;-11,108;0,477;22,114;0,232;285,539;0,196;143,475;0,666;42,913;-0,223;82,934;0,556;34,552;0,013;6,395;0,067;-2,925;-0,009
17/10/2020;75,248;0,503;-11,071;0,114;5,06;0,212;7,268;0,017;-17,346;1,018;44,607;-0,227;-6,952;-0,133;3,349;0,122;-23,324;-0,036;62,109;-0,083;-4,192;0,174;-10,877;0,772;21,909;-0,268;285,367;-0,158;143,581;0,25;43,049;0,184;82,988;0,347;34,546;0,083;6,352;-0,058;-2,976;-0,039
18/10/2020;75,392;0,297;-10,972;0,421;5,117;0,123;7,016;-0,308;-17,214;0,029;44,469;-0,285;-7,025;-0,116;3,422;0,199;-23,391;-0,119;61,932;-0,456;-3,794;0,877;-10,423;0,685;21,47;-0,644;285,086;-0,453;143,429;-0,046;43,227;0,314;83,02;0,086;34,532;-0,02;6,42;0,025;-3,109;-0,184
19/10/2020;75,37;0,122;-10,783;0,288;5,149;0,089;6,975;-0,293;-17,125;0,221;44,382;-0,225;-7,297;-0,345;3,331;-0,018;-23,315;0,009;61,782;-0,327;-3,427;0,765;-10,104;0,773;21,308;-0,601;284,958;-0,409;143,45;-0,131;43,4;0,351;82,998;0,01;34,661;0,115;6,289;-0,063;-3,014;-0,038
20/10/2020;75,399;0,007;-10,6;0,372;5,193;0,076;6,961;-0,055;-16,894;0,32;44,237;-0,232;-7,383;-0,358;3,412;-0,01;-23,314;0,077;61,669;-0,263;-3,213;0,581;-9,816;0,607;21,078;-0,392;284,726;-0,36;143,463;0,034;43,573;0,346;82,935;-0,085;34,685;0,153;6,351;-0,069;-3,227;-0,118
21/10/2020;75,413;0,043;-10,417;0,366;5,249;0,1;6,907;-0,068;-16,688;0,437;44,149;-0,233;-7,27;0,027;3,562;0,231;-23,312;0,003;61,458;-0,324;-3,059;0,368;-9,618;0,486;20,945;-0,363;284,566;-0,392;143,392;-0,058;43,707;0,307;82,863;-0,135;34,686;0,025;6,356;0,067;-3,273;-0,259
22/10/2020;75,405;0,006;-10,336;0,264;5,312;0,119;6,832;-0,129;-16,538;0,356;44,094;-0,143;-7,293;0,09;3,563;0,151;-23,368;-0,054;61,317;-0,352;-2,964;0,249;-9,417;0,399;20,833;-0,245;284,419;-0,307;143,419;-0,044;43,828;0,255;82,796;-0,139;34,618;-0,067;6,312;-0,039;-3,341;-0,114
23/10/2020;75,377;-0,036;-10,172;0,245;5,352;0,103;6,651;-0,256;-16,381;0,307;44,016;-0,133;-7,235;0,035;3,595;0,033;-23,368;-0,056;61,149;-0,309;-2,812;0,247;-9,236;0,382;20,601;-0,344;284,185;-0,381;143,345;-0,047;43,972;0,265;82,709;-0,154;34,565;-0,121;6,264;-0,092;-3,357;-0,084
24/10/2020;75,839;0,434;-10,332;0,004;5,322;0,01;6,424;-0,408;-16,676;-0,138;44,079;-0,015;-7,087;0,206;3,609;0,046;-23,272;0,096;61,421;0,104;-3,126;-0,162;-9,644;-0,227;20,74;-0,093;284,476;0,057;143,302;-0,117;43,799;-0,029;83,443;0,647;34,811;0,193;6,312;0;-3,294;0,047
25/10/2020;75,818;0,441;-10,115;0,057;5,454;0,102;6,47;-0,181;-16,63;-0,249;44,099;0,083;-7,018;0,217;3,547;-0,048;-23,262;0,106;61,056;-0,093;-2,987;-0,175;-9,702;-0,466;20,739;0,138;284,485;0,3;143,168;-0,177;43,862;-0,11;83,441;0,732;34,838;0,273;6,257;-0,007;-3,291;0,066
26/10/2020;75,702;-0,137;-10,025;0,307;5,484;0,162;6,482;0,058;-16,638;0,038;44,045;-0,034;-6,984;0,103;3,563;-0,046;-23,293;-0,021;60,935;-0,486;-2,859;0,267;-9,648;-0,004;20,669;-0,071;284,382;-0,094;143,21;-0,092;43,981;0,182;83,263;-0,18;34,778;-0,033;6,181;-0,131;-3,233;0,061
27/10/2020;75,616;-0,202;-9,895;0,22;5,358;-0,096;6,305;-0,165;-17,319;-0,689;44,169;0,07;-7,136;-0,118;3,491;-0,056;-23,227;0,035;60,785;-0,271;-2,53;0,457;-9,916;-0,214;20,91;0,171;284,688;0,203;143,238;0,07;43,961;0,099;83,427;-0,014;35,008;0,17;6,368;0,111;-3,224;0,067
28/10/2020;74,878;-0,824;-9,88;0,145;5,335;-0,149;6,629;0,147;-16,585;0,053;44,6;0,555;-7,317;-0,333;3,35;-0,213;-23,2;0,093;60,742;-0,193;-2,532;0,327;-9,375;0,273;21,164;0,495;284,944;0,562;143,043;-0,167;43,87;-0,111;82,47;-0,793;34,993;0,215;6,57;0,389;-3,283;-0,05
29/10/2020;74,583;-1,033;-9,842;0,053;5,379;0,021;6,865;0,56;-16,369;0,95;44,311;0,142;-7,014;0,122;3,948;0,457;-23,227;0;60,572;-0,213;-2,575;-0,045;-9,283;0,633;21,662;0,752;284,651;-0,037;143,212;-0,026;43,933;-0,028;82,228;-1,199;34,94;-0,068;6,489;0,121;-3,287;-0,063
30/10/2020;74,816;-0,062;-9,734;0,146;5,431;0,096;6,933;0,304;-16,423;0,162;44,2;-0,4;-7,008;0,309;4,046;0,696;-23,258;-0,058;60,592;-0,15;-2,477;0,055;-9,302;0,073;21,595;0,431;284,587;-0,357;143,507;0,464;43,996;0,126;82,478;0,008;35,016;0,023;6,533;-0,037;-3,256;0,027
31/10/2020;74,966;0,383;-9,687;0,155;5,476;0,097;7,021;0,156;-16,274;0,095;44,495;0,184;-7,09;-0,076;3,814;-0,134;-23,266;-0,039;60,641;0,069;-2,484;0,091;-9,244;0,039;21,366;-0,296;284,888;0,237;143,361;0,149;44,052;0,119;82,43;0,202;34,852;-0,088;6,523;0,034;-3,241;0,046
01/11/2020;75,086;0,27;-9,66;0,074;5,487;0,056;7,051;0,118;-16,146;0,277;44,628;0,428;-7,029;-0,021;3,882;-0,164;-23,34;-0,082;60,65;0,058;-2,535;-0,058;-9,19;0,112;21,268;-0,327;285,051;0,464;143,567;0,06;44,154;0,158;82,443;-0,035;34,794;-0,222;6,535;0,002;-3,234;0,022
02/11/2020;75,177;0,211;-9,592;0,095;5,477;0,001;6,975;-0,046;-16,036;0,238;44,615;0,12;-7,049;0,041;3,856;0,042;-23,282;-0,016;60,639;-0,002;-2,576;-0,092;-9,244;0;21,038;-0,328;285,025;0,137;143,801;0,44;44,249;0,197;82,504;0,074;34,751;-0,101;6,496;-0,027;-3,2;0,041
03/11/2020;75,145;0,059;-9,526;0,134;5,524;0,037;7,153;0,102;-15,934;0,212;44,722;0,094;-7,045;-0,016;3,632;-0,25;-23,315;0,025;60,696;0,046;-2,662;-0,127;-9,301;-0,111;21,152;-0,116;285,177;0,126;143,794;0,227;44,242;0,088;82,382;-0,061;34,652;-0,142;6,48;-0,055;-3,215;0,019
04/11/2020;75,097;-0,08;-9,557;0,035;5,514;0,037;7,299;0,324;-15,94;0,096;44,613;-0,002;-7,078;-0,029;3,54;-0,316;-23,408;-0,126;60,647;0,008;-2,606;-0,03;-9,323;-0,079;21,086;0,048;285,159;0,134;143,847;0,046;44,267;0,018;82,357;-0,147;34,601;-0,15;6,513;0,017;-3,292;-0,092
05/11/2020;75,049;-0,096;-9,588;-0,062;5,504;-0,02;7,445;0,292;-15,946;-0,012;44,727;0,005;-7,088;-0,043;3,331;-0,301;-23,469;-0,154;60,61;-0,086;-2,669;-0,007;-9,37;-0,069;21,25;0,098;285,503;0,326;143,821;0,027;44,378;0,136;82,266;-0,116;34,553;-0,099;6,386;-0,094;-3,246;-0,031
06/11/2020;75,15;0,053;-9,584;-0,027;5,534;0,02;7,294;-0,005;-15,901;0,039;44,653;0,04;-7,042;0,036;3,414;-0,126;-23,442;-0,034;60,69;0,043;-2,658;-0,052;-9,344;-0,021;21,055;-0,031;285,404;0,245;143,959;0,112;44,351;0,084;82,425;0,068;34,638;0,037;6,395;-0,118;-3,213;0,079
07/11/2020;75,301;0,252;-9,56;0,028;5,562;0,058;7,329;-0,116;-15,907;0,039;44,407;-0,32;-7,081;0,007;3,437;0,106;-23,433;0,036;60,757;0,147;-2,623;0,046;-9,355;0,015;21,233;-0,017;285,271;-0,232;144,029;0,208;44,328;-0,05;82,746;0,48;34,839;0,286;6,402;0,016;-3,202;0,044
08/11/2020;75,482;0,332;-9,586;-0,002;5,586;0,052;7,307;0,013;-15,889;0,012;44,311;-0,342;-7,054;-0,012;3,465;0,051;-23,449;-0,007;60,847;0,157;-2,656;0,002;-9,343;0,001;21,254;0,199;285,153;-0,251;144,06;0,101;44,325;-0,026;82,992;0,567;34,949;0,311;6,434;0,039;-3,193;0,02
09/11/2020;75,569;0,268;-9,648;-0,088;5,643;0,081;7,452;0,123;-15,851;0,056;44,452;0,045;-7,07;0,011;3,356;-0,081;-23,517;-0,084;60,932;0,175;-2,723;-0,1;-9,339;0,016;21,406;0,173;285,441;0,17;144,023;-0,006;44,31;-0,018;83,061;0,315;34,947;0,108;6,49;0,088;-3,169;0,033
10/11/2020;75,66;0,178;-9,678;-0,092;5,68;0,094;7,416;0,109;-15,861;0,028;44,48;0,169;-7,093;-0,039;3,303;-0,162;-23,475;-0,026;60,915;0,068;-2,784;-0,128;-9,386;-0,043;21,427;0,173;285,43;0,277;144,037;-0,023;44,306;-0,019;83,218;0,226;35,027;0,078;6,536;0,102;-3,162;0,031
11/11/2020;75,697;0,128;-9,767;-0,119;5,719;0,076;7,37;-0,082;-15,82;0,031;44,526;0,074;-7,075;-0,005;3,316;-0,04;-23,448;0,069;60,853;-0,079;-2,8;-0,077;-9,313;0,026;21,372;-0,034;285,463;0,022;144,092;0,069;44,31;0;83,264;0,203;34,987;0,04;6,566;0,076;-3,15;0,019
12/11/2020;75,883;0,223;-9,821;-0,143;5,745;0,065;7,267;-0,149;-15,814;0,047;44,236;-0,244;-7,077;0,016;3,325;0,022;-23,477;-0,002;60,849;-0,066;-2,804;-0,02;-9,266;0,12;21,462;0,035;285,238;-0,192;144,189;0,152;44,344;0,038;83,556;0,338;35,116;0,089;6,598;0,062;-3,131;0,031
13/11/2020;75,891;0,194;-9,863;-0,096;5,753;0,034;7,045;-0,325;-15,701;0,119;44,19;-0,336;-7,123;-0,048;3,315;-0,001;-23,374;0,074;61,08;0,227;-2,822;-0,022;-9,198;0,115;21,117;-0,255;284,962;-0,501;144,324;0,232;44,46;0,15;83,519;0,255;35,157;0,17;6,66;0,094;-3,076;0,074
14/11/2020;75,95;0,067;-9,772;0,049;5,754;0,009;7,028;-0,239;-15,855;-0,041;44,246;0,01;-7,08;-0,003;3,255;-0,07;-23,312;0,165;61,039;0,19;-2,766;0,038;-9,37;-0,104;20,919;-0,543;285,121;-0,117;144,215;0,026;44,564;0,22;83,615;0,059;35,221;0,105;6,647;0,049;-3,109;0,022
15/11/2020;75,848;-0,043;-9,748;0,115;5,77;0,017;7,234;0,189;-15,842;-0,141;44,265;0,075;-7,024;0,099;3,339;0,024;-23,291;0,083;61,003;-0,077;-2,817;0,005;-9,431;-0,233;21,009;-0,108;285,219;0,257;144,238;-0,086;44,599;0,139;83,503;-0,016;35,212;0,055;6,629;-0,031;-3,131;-0,055
16/11/2020;76,118;0,168;-9,789;-0,017;5,734;-0,02;6,649;-0,379;-16,167;-0,312;44,33;0,084;-6,91;0,17;3,22;-0,035;-23,162;0,15;60,975;-0,064;-2,58;0,186;-9,303;0,067;20,692;-0,227;285,181;0,06;143,745;-0,47;44,621;0,057;83,87;0,255;35,379;0,158;6,741;0,094;-3,099;0,01
17/11/2020;76,139;0,291;-9,875;-0,127;5,704;-0,066;6,904;-0,33;-16,261;-0,419;44,541;0,276;-7,158;-0,134;2,991;-0,348;-22,968;0,323;61,352;0,349;-2,519;0,298;-9,278;0,153;20,909;-0,1;285,355;0,136;143,617;-0,621;44,55;-0,049;83,877;0,374;35,502;0,29;6,858;0,229;-3,17;-0,039
18/11/2020;75,743;-0,375;-10,014;-0,225;5,747;0,013;7,221;0,572;-16,267;-0,1;44,614;0,284;-7,262;-0,352;2,912;-0,308;-22,763;0,399;61,528;0,553;-2,56;0,02;-9,188;0,115;21,787;1,095;285,355;0,174;143,909;0,164;44,489;-0,132;83,535;-0,335;35,462;0,083;7,016;0,275;-3,206;-0,107
19/11/2020;75,793;-0,346;-10,142;-0,267;5,803;0,099;7,476;0,572;-16,006;0,255;44,36;-0,181;-7,165;-0,007;3,176;0,185;-22,756;0,212;61,776;0,424;-2,619;-0,1;-8,907;0,371;22,199;1,29;285,002;-0,353;143,872;0,255;44,438;-0,112;83,522;-0,355;35,396;-0,106;6,983;0,125;-3,237;-0,067
20/11/2020;75,934;0,191;-10,216;-0,202;5,825;0,078;7,331;0,11;-15,973;0,294;44,382;-0,232;-7,314;-0,052;3,114;0,202;-22,736;0,027;61,867;0,339;-2,685;-0,125;-8,831;0,357;22,048;0,261;285,06;-0,295;143,825;-0,084;44,448;-0,041;83,706;0,171;35,508;0,046;6,987;-0,029;-3,251;-0,045
21/11/2020;75,812;0,019;-10,338;-0,196;5,795;-0,008;7,329;-0,147;-16,384;-0,378;44,477;0,117;-7,527;-0,362;2,936;-0,24;-22,761;-0,005;61,999;0,223;-2,641;-0,022;-8,942;-0,035;22,22;0,021;285,299;0,297;143,945;0,073;44,555;0,117;83,757;0,235;35,566;0,17;6,888;-0,095;-3,214;0,023
22/11/2020;75,3;-0,634;-10,37266667;-0,15666667;5,782;-0,043;7,637;0,306;-16,291;-0,318;44,733;0,351;-7,866;-0,552;2,623;-0,491;-22,727;0,009;62,115;0,248;-2,647666667;0,037333333;-8,85;-0,019;24,054;2,006;286,1;1,04;143,978;0,153;44,418;-0,03;83,788;0,082;35,708;0,2;6,945;-0,042;-3,257;-0,006
23/11/2020;75,737;-0,075;-10,40733333;-0,06933333;5,835;0,04;6,187;-1,142;-16,198;0,186;44,807;0,33;-8,323;-0,796;2,2;-0,736;-22,827;-0,066;62,127;0,128;-2,654333333;-0,013333333;-8,758;0,184;25,352;3,132;287,282;1,983;143,508;-0,437;44,32;-0,235;85,302;1,545;35,927;0,361;7,097;0,209;-3,268;-0,054
24/11/2020;75,854;0,554;-10,442;-0,06933333;5,848;0,066;5,465;-2,172;-16,105;0,186;44,861;0,128;-8,682;-0,816;1,858;-0,765;-22,819;-0,092;62,228;0,113;-2,661;-0,013333333;-8,666;0,184;25,94;1,886;287,398;1,298;143,224;-0,754;44,366;-0,052;85,89;2,102;36,193;0,485;7,2;0,255;-3,351;-0,094
25/11/2020;75,842;0,105;-10,399;0,00833333;5,836;0,001;5,717;-0,47;-16,164;0,034;44,991;0,184;-8,908;-0,585;1,727;-0,473;-22,583;0,244;62,27;0,143;-2,662;-0,007666667;-8,79;-0,032;26,126;0,774;287,556;0,274;143,224;-0,284;44,273;-0,047;86,037;0,735;36,561;0,634;7,208;0,111;-3,305;-0,037
26/11/2020;75,859;0,005;-10,363;0,079;5,86;0,012;6,182;0,717;-16,229;-0,124;45,132;0,271;-8,941;-0,259;1,667;-0,191;-22,26;0,559;62,435;0,207;-2,71;-0,049;-8,959;-0,293;25,971;0,031;287,173;-0,225;143,273;0,049;44,247;-0,119;85,882;-0,008;36,634;0,441;7,126;-0,074;-3,333;0,018
27/11/2020;76,007;0,165;-10,227;0,172;5,876;0,04;7,452;1,735;-16,736;-0,572;45,323;0,332;-8,692;0,216;1,914;0,187;-22,144;0,439;62,464;0,194;-2,71;-0,048;-9,609;-0,819;26,249;0,123;287,53;-0,026;143,684;0,46;44,152;-0,121;85,676;-0,361;36,516;-0,045;7,118;-0,09;-3,22;0,085
28/11/2020;76,427;0,568;-10,631;-0,268;5,81;-0,05;7,177;0,995;-17,354;-1,125;45,195;0,063;-8,514;0,427;2,186;0,519;-22,356;-0,096;62,429;-0,006;-2,965;-0,255;-10,055;-1,096;25,947;-0,024;287,444;0,271;143,926;0,653;43,806;-0,441;85,996;0,114;36,173;-0,461;7,161;0,035;-3,579;-0,246
29/11/2020;76,704;0,697;-10,666;-0,439;5,895;0,019;7,813;0,361;-16,719;0,017;44,977;-0,346;-8,518;0,174;2,184;0,27;-22,714;-0,57;62,367;-0,097;-3,026;-0,316;-9,534;0,075;25,999;-0,25;287,156;-0,374;144;0,316;43,663;-0,489;85,591;-0,085;35,77;-0,746;7,264;0,146;-3,424;-0,204
30/11/2020;76,808;0,381;-10,756;-0,125;5,943;0,133;8,806;1,629;-15,877;1,477;44,556;-0,639;-8,474;0,04;2,256;0,07;-22,782;-0,426;62,528;0,099;-3,372;-0,407;-9,24;0,815;26,791;0,844;286,475;-0,969;143,873;-0,053;43,398;-0,408;85,444;-0,552;35,756;-0,417;7,337;0,176;-3,463;0,116
01/12/2020;76,95;0,246;-10,718;-0,052;5,96;0,065;8,876;1,063;-15,281;1,438;44,377;-0,6;-8,172;0,346;2,339;0,155;-22,795;-0,081;63,007;0,64;-3,788;-0,762;-9,301;0,233;26,28;0,281;286,098;-1,058;143,643;-0,357;43,475;-0,188;85,495;-0,096;35,904;0,134;7,321;0,057;-3,435;-0,011
02/12/2020;77,352;0,544;-10,70638462;0,04961538;5,642;-0,301;8,05;-0,756;-15,629;0,248;44,294;-0,262;-8,074;0,4;2,528;0,272;-22,995;-0,213;62,97876923;0,45076923;-3,807076923;-0,435076923;-9,927;-0,687;25,379;-1,412;285,973;-0,502;143,746;-0,127;43,429;0,031;86,132;0,688;36,038;0,282;7,357;0,02;-3,481;-0,018
03/12/2020;77,635;0,685;-10,69476923;0,02323077;5,181;-0,779;7,348;-1,528;-14,629;0,652;44,215;-0,162;-8,0325;0,1395;2,461;0,122;-22,71;0,085;62,95053846;-0,05646154;-3,826153846;-0,038153846;-9,527;-0,226;25,015;-1,265;285,296;-0,802;143,571;-0,072;43,454;-0,021;87,302;1,807;37,189;1,285;7,129;-0,192;-3,764;-0,329
