day;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
14/06/2019;63,14;-1,927;-8,463;-0,035;0,02;-0,039;1,3;0,218;-33,689;0,373;31,908;0,017;-18,196;0,366;0,735;0,518;-34,418;0,436;26,435;0,056;-3,181;-0,055;-21,817;0,219;10,655;0,755;268,399;0,46;136,248;-0,183;37,833;0,071;66,235;-1,858;20,547;0,527;-3,531;0,433;-8,841;0,333
15/06/2019;62,97;-1,084;-8,35;0,057;0,037;0,001;1,469;0,321;-33,142;0,918;32,218;-0,022;-18,258;0,092;0,421;0,226;-34,341;0,196;26,256;-0,223;-3,291;-0,158;-21,702;0,389;10,566;0,126;268,574;-0,016;136,399;0,108;37,869;0,112;65,916;-1,28;20,643;0,268;-3,458;0,218;-8,728;0,213
16/06/2019;62,204;-0,936;-8,519;-0,056;0,037;0,017;1,501;0,201;-32,972;0,717;32,367;0,459;-18,35;-0,154;0,047;-0,688;-34,239;0,179;26,195;-0,24;-3,447;-0,266;-21,537;0,28;10,343;-0,312;268,545;0,146;136,443;0,195;38,111;0,278;65,048;-1,187;20,729;0,182;-3,428;0,103;-8,536;0,305
17/06/2019;61,576;-1,394;-8,159;0,191;-0,061;-0,098;1,354;-0,115;-33,107;0,035;32,665;0,447;-18,336;-0,078;-0,173;-0,594;-34,096;0,245;26,364;0,108;-3,105;0,186;-21,609;0,093;10,364;-0,202;268,841;0,267;136,156;-0,243;38,131;0,262;64,566;-1,35;21,221;0,578;-3,205;0,253;-8,181;0,547
18/06/2019;61,893;-0,311;-8,213;0,306;-0,105;-0,142;1,456;-0,045;-33,482;-0,51;33,043;0,676;-18,253;0,097;-0,31;-0,357;-33,998;0,241;26,705;0,51;-2,828;0,619;-21,353;0,184;10,716;0,373;269,177;0,632;135,943;-0,5;38,188;0,077;64,925;-0,123;21,219;0,49;-3,475;-0,047;-8,256;0,28
19/06/2019;61,9075;0,3315;-8,377;-0,218;-0,064;-0,003;1,254;-0,1;-33,153;-0,046;33,259;0,594;-18,147;0,189;-0,059;0,114;-33,857;0,239;26,832;0,468;-3,097;0,008;-21,28;0,329;10,571;0,207;269,344;0,503;136,024;-0,132;38,209;0,078;64,938;0,372;21,288;0,067;-3,3205;-0,1155;-8,235;-0,054
20/06/2019;61,922;0,029;-8,415;-0,202;-0,023;0,082;1,326;-0,13;-32,96;0,522;33,478;0,435;-17,91;0,343;-0,502;-0,192;-33,808;0,19;26,848;0,143;-3,26;-0,432;-21,284;0,069;10,798;0,082;269,728;0,551;135,177;-0,766;38,225;0,037;64,951;0,026;21,357;0,138;-3,166;0,309;-8,214;0,042
21/06/2019;62,207;0,2995;-8,432;-0,055;0,017;0,081;1,504;0,25;-32,748;0,405;33,496;0,237;-17,858;0,289;-0,744;-0,685;-33,616;0,241;26,667;-0,165;-3,395;-0,298;-21,267;0,013;11,19;0,619;269,839;0,495;135,014;-1,01;38,121;-0,088;65,586;0,648;21,912;0,624;-2,961;0,3595;-8,243;-0,008
22/06/2019;62,423;0,501;-8,458;-0,043;0,073;0,096;1,505;0,179;-32,952;0,008;33,703;0,225;-17,759;0,151;-0,643;-0,141;-33,495;0,313;26,602;-0,246;-3,425;-0,165;-21,411;-0,127;11,272;0,474;270,158;0,43;135,371;0,194;38,082;-0,143;65,949;0,998;22,163;0,806;-2,824;0,342;-8,167;0,047
23/06/2019;62,665;0,458;-8,812;-0,38;-0,081;-0,098;1,513;0,009;-33,248;-0,5;34,071;0,575;-17,507;0,351;-0,484;0,26;-33,415;0,201;26,676;0,009;-4,214;-0,819;-22,277;-1,01;11,627;0,437;270,999;1,16;135,627;0,613;37,18;-0,941;66,459;0,873;22,39;0,478;-2,735;0,226;-8,024;0,219
24/06/2019;63,372;0,949;-8,733;-0,275;0,041;-0,032;1,957;0,452;-33,046;-0,094;34,251;0,548;-17,557;0,202;-0,939;-0,296;-33,285;0,21;26,515;-0,087;-4,542;-1,117;-22,614;-1,203;12,179;0,907;271,643;1,485;135,366;-0,005;36,642;-1,44;67,197;1,248;22,431;0,268;-2,624;0,2;-8,153;0,014
25/06/2019;63,289;0,624;-8,896;-0,084;0,054;0,135;1,882;0,369;-33,009;0,239;34,091;0,02;-17,761;-0,254;-0,662;-0,178;-33,243;0,172;26,717;0,041;-4,37;-0,156;-22,331;-0,054;12,441;0,814;271,323;0,324;135,788;0,161;36,74;-0,44;67,357;0,898;22,539;0,149;-2,655;0,08;-8,343;-0,319
26/06/2019;63,308;-0,064;-8,936;-0,203;0,061058824;0,020058824;2,24;0,283;-32,755;0,291;34,212;-0,039;-17,695;-0,138;-0,663;0,276;-33,11;0,175;26,944;0,429;-4,282;0,26;-21,95;0,664;12,611;0,432;271,407;-0,236;135,909;0,543;36,927;0,285;67,38923529;0,19223529;22,56352941;0,13252941;-2,642823529;-0,018823529;-8,349117647;-0,196117647
27/06/2019;63,327;0,038;-8,905;-0,009;0,068117647;0,014117647;2,619;0,737;-32,314;0,695;34,238;0,147;-17,822;-0,061;-0,535;0,127;-33,272;-0,029;27,073;0,356;-4,331;0,039;-21,722;0,609;12,994;0,553;271,786;0,463;136,12;0,332;36,989;0,249;67,42147059;0,06447059;22,58805882;0,04905882;-2,630647059;0,024352941;-8,355235294;-0,012235294
28/06/2019;63,346;0,038;-9,182;-0,246;0,075176471;0,014117647;2,732;0,492;-32,077;0,678;34,15;-0,062;-17,634;0,061;-0,161;0,502;-33,029;0,081;27,143;0,199;-4,263;0,019;-21,179;0,771;13,32;0,709;271,845;0,438;136,5;0,591;37,262;0,335;67,45370588;0,06447059;22,61258824;0,04905883;-2,618470588;0,024352941;-8,361352941;-0,012235294
29/06/2019;63,365;0,038;-9,123;-0,218;0,082235294;0,014117647;2,483;-0,136;-32,009;0,305;34,218;-0,02;-18,017;-0,195;-0,216;0,319;-32,914;0,358;27,179;0,106;-4,037;0,294;-20,922;0,8;13,304;0,31;271,907;0,121;136,764;0,644;37,609;0,62;67,48594118;0,06447059;22,63711765;0,04905883;-2,606294118;0,024352941;-8,367470588;-0,012235294
30/06/2019;63,384;0,038;-9,475;-0,293;0,089294118;0,014117647;2,536;-0,196;-31,978;0,099;34,325;0,175;-17,907;-0,273;-0,138;0,023;-32,812;0,217;27,481;0,338;-4,022;0,241;-20,558;0,621;13,405;0,085;271,868;0,023;137,199;0,699;37,831;0,569;67,51817647;0,06447059;22,66164706;0,04905882;-2,594117647;0,024352941;-8,373588235;-0,012235294
01/07/2019;63,403;0,038;-9,528;-0,405;0,096352941;0,014117647;2,654;0,171;-31,809;0,2;34,431;0,213;-17,852;0,165;-0,166;0,05;-32,94;-0,026;27,701;0,522;-3,981;0,056;-20,34;0,582;13,552;0,248;272,286;0,379;137,291;0,527;37,934;0,325;67,55041176;0,06447058;22,68617647;0,04905882;-2,581941176;0,024352942;-8,379705882;-0,012235294
02/07/2019;63,422;0,038;-9,527;-0,052;0,103411765;0,014117647;-0,051;-2,587;-31,693;0,285;34,754;0,429;-15,763;2,144;2,249;2,387;-32,755;0,057;27,979;0,498;-3,907;0,115;-20,332;0,226;12,266;-1,139;271,69;-0,178;136,51;-0,689;38,402;0,571;67,58264706;0,06447059;22,71070588;0,04905882;-2,569764706;0,024352941;-8,385823529;-0,012235294
03/07/2019;63,441;0,038;-9,395;0,133;0,110470588;0,014117647;0,414;-2,24;-31,458;0,351;35,087;0,656;-15,671;2,181;2,073;2,239;-32,801;0,139;28,223;0,522;-3,903;0,078;-20,177;0,163;12,494;-1,058;272,295;0,009;136,103;-1,188;38,51;0,576;67,61488235;0,06447059;22,73523529;0,04905882;-2,557588235;0,024352941;-8,391941176;-0,012235294
04/07/2019;63,46;0,038;-9,558;-0,031;0,117529412;0,014117647;1,238;1,289;-31,419;0,274;35,244;0,49;-15,956;-0,193;1,542;-0,707;-32,89;-0,135;28,348;0,369;-3,821;0,086;-19,949;0,383;13,118;0,852;272,731;1,041;136,379;-0,131;38,726;0,324;67,64711765;0,06447059;22,75976471;0,04905883;-2,545411765;0,024352941;-8,398058824;-0,012235295
05/07/2019;63,479;0,038;-9,47;-0,075;0,124588235;0,014117647;1,339;0,925;-31,584;-0,126;35,641;0,554;-15,979;-0,308;1,469;-0,604;-32,55;0,251;28,455;0,232;-3,6;0,303;-19,913;0,264;12,647;0,153;272,96;0,665;136,518;0,415;38,808;0,298;67,67935294;0,06447059;22,78429412;0,04905883;-2,533235294;0,024352941;-8,404176471;-0,012235295
06/07/2019;63,498;0,038;-9,531;0,027;0,131647059;0,014117647;1,567;0,329;-31,534;-0,115;35,368;0,124;-16,186;-0,23;1,467;-0,075;-32,471;0,419;28,235;-0,113;-3,667;0,154;-19,859;0,09;12,863;-0,255;272,749;0,018;136,997;0,618;38,986;0,26;67,71158824;0,06447059;22,80882353;0,04905882;-2,521058824;0,024352941;-8,410294118;-0,012235294
07/07/2019;63,517;0,038;-9,387;0,083;0,138705882;0,014117647;1,665;0,326;-31,365;0,219;35,167;-0,474;-16,547;-0,568;0,929;-0,54;-32,383;0,167;28,338;-0,117;-3,735;-0,135;-19,992;-0,079;12,824;0,177;272,576;-0,384;136,905;0,387;38,882;0,074;67,74382353;0,06447059;22,83335294;0,04905882;-2,508882353;0,024352941;-8,416411765;-0,012235294
08/07/2019;63,536;0,038;-9,458;0,073;0,145764706;0,014117647;1,778;0,211;-31,357;0,177;35,443;0,075;-16,486;-0,3;-0,083;-1,55;-32,389;0,082;28,358;0,123;-3,976;-0,309;-20,255;-0,396;13,294;0,431;273,139;0,39;136,291;-0,706;38,894;-0,092;67,77605882;0,06447058;22,85788235;0,04905882;-2,496705882;0,024352942;-8,422529412;-0,012235294
09/07/2019;63,555;0,038;-9,35;0,037;0,152823529;0,014117647;1,867;0,202;-31,449;-0,084;35,386;0,219;-16,66;-0,113;-0,369;-1,298;-32,273;0,11;28,534;0,196;-3,918;-0,183;-20,415;-0,423;13,135;0,311;272,982;0,406;136,35;-0,555;38,792;-0,09;67,80829412;0,06447059;22,88241176;0,04905882;-2,484529412;0,024352941;-8,428647059;-0,012235294
10/07/2019;63,574;0,038;-9,657;-0,199;0,159882353;0,014117647;2,179;0,401;-31,416;-0,059;35,599;0,156;-16,682;-0,196;-0,66;-0,577;-32,051;0,338;28,282;-0,076;-4,963;-0,987;-21,474;-1,219;13,651;0,357;273,402;0,263;136,438;0,147;37,592;-1,302;67,84052941;0,06447059;22,90694118;0,04905883;-2,472352941;0,024352941;-8,434764706;-0,012235294
11/07/2019;63,593;0,038;-9,463;-0,113;0,166941176;0,014117647;2,292;0,425;-31,31;0,139;35,418;0,032;-16,689;-0,029;-1,22;-0,851;-32,037;0,236;28,58;0,046;-4,78;-0,862;-21,476;-1,061;13,823;0,688;273,509;0,527;135,808;-0,542;37,916;-0,876;67,87276471;0,06447059;22,93147059;0,04905883;-2,460176471;0,024352941;-8,440882353;-0,012235294
12/07/2019;63,612;0,038;-9,112;0,545;0,174;0,014117647;2,544;0,365;-31,599;-0,183;35,505;-0,094;-16,732;-0,05;-1,701;-1,041;-32,044;0,007;29,094;0,812;-4,344;0,619;-21,635;-0,161;14,046;0,395;273,829;0,427;135,166;-1,272;38,059;0,467;67,905;0,06447059;22,956;0,04905882;-2,448;0,024352941;-8,447;-0,012235294
13/07/2019;63,864;0,271;-8,993;0,47;0,163;-0,003941176;2,749;0,457;-31,353;-0,043;35,625;0,207;-16,719;-0,03;-1,821;-0,601;-31,917;0,12;29,133;0,553;-4,652;0,128;-21,93;-0,454;14,331;0,508;274,006;0,497;135,281;-0,527;37,707;-0,209;68,467;0,59423529;23,373;0,44152941;-2,329;0,131176471;-8,386;0,054882353
14/07/2019;64,099;0,487;-8,865;0,247;0,213;0,039;3,089;0,545;-31,356;0,243;35,668;0,163;-16,736;-0,004;-1,778;-0,077;-32,019;0,025;29,253;0,159;-4,535;-0,191;-21,964;-0,329;14,615;0,569;274,257;0,428;135,653;0,487;37,65;-0,409;68,834;0,929;23,59;0,634;-2,135;0,313;-8,343;0,104
15/07/2019;64,088;0,224;-8,62;0,373;0,377;0,214;2,909;0,16;-31,262;0,091;35,885;0,26;-16,611;0,108;-1,545;0,276;-31,938;-0,021;29,181;0,048;-4,311;0,341;-21,86;0,07;14,328;-0,003;274,043;0,037;135,887;0,606;37,757;0,05;68,826;0,359;23,634;0,261;-2,224;0,105;-8,481;-0,095
16/07/2019;64,257;0,158;-8,652;0,213;0,41375;0,20075;2,961;-0,128;-31,258;0,098;34,671;-0,997;-16,858;-0,122;-0,392;1,386;-32,041;-0,022;29,159;-0,094;-4,392;0,143;-21,838;0,126;13,935;-0,68;272,758;-1,499;136,699;1,046;38,106;0,456;68,913;0,079;23,896;0,306;-1,913;0,222;-8,37075;-0,02775
17/07/2019;64,248;0,16;-8,869;-0,249;0,4505;0,0735;2,635;-0,274;-31,101;0,161;34,629;-1,256;-16,65;-0,039;-0,063;1,482;-32,041;-0,103;29,355;0,174;-4,29;0,021;-21,326;0,534;13,615;-0,713;272,506;-1,537;137,095;1,208;38,417;0,66;69,01;0,184;23,945;0,311;-1,934;0,29;-8,2605;0,2205
18/07/2019;64,415;0,158;-8,785;-0,133;0,48725;0,0735;2,37;-0,591;-31,242;0,016;34,657;-0,014;-16,612;0,246;0,211;0,603;-31,913;0,128;29,637;0,478;-4;0,392;-21,149;0,689;13,325;-0,61;272,451;-0,307;137,319;0,62;38,644;0,538;69,215;0,302;24,019;0,123;-2,036;-0,123;-8,15025;0,2205
19/07/2019;64,551;0,303;-8,876;-0,007;0,524;0,0735;2,468;-0,167;-31,205;-0,104;34,621;-0,008;-16,702;-0,052;0,439;0,502;-31,96;0,081;29,637;0,282;-3,878;0,412;-20,808;0,518;12,846;-0,769;271,958;-0,548;138,015;0,92;38,757;0,34;68,997;-0,013;23,812;-0,133;-2,056;-0,122;-8,04;0,2205
20/07/2019;64,696;0,281;-8,987;-0,202;0,491;0,00375;2,538;0,168;-31,229;0,013;34,544;-0,113;-17,047;-0,435;0,332;0,121;-32,138;-0,225;29,692;0,055;-3,712;0,288;-20,473;0,676;12,462;-0,863;271,662;-0,789;138,134;0,815;38,822;0,178;68,811;-0,404;23,379;-0,64;-2,317;-0,281;-8,2;-0,04975
21/07/2019;64,493;-0,058;-9,115;-0,239;0,438;-0,086;2,615;0,147;-31,309;-0,104;34,618;-0,003;-17,072;-0,37;0,152;-0,287;-32,207;-0,247;29,572;-0,065;-3,611;0,267;-20,277;0,531;12,538;-0,308;271,588;-0,37;137,918;-0,097;38,766;0,009;68,671;-0,326;23,352;-0,46;-2,373;-0,317;-8,404;-0,364
22/07/2019;64,381;-0,315;-9,021;-0,034;0,454;-0,037;2,485;-0,053;-31,298;-0,069;34,653;0,109;-16,952;0,095;0,303;-0,029;-32,38;-0,242;29,558;-0,134;-3,5;0,212;-20,2;0,273;12,451;-0,011;271,523;-0,139;137,861;-0,273;38,669;-0,153;68,403;-0,408;23,15;-0,229;-2,372;-0,055;-8,577;-0,377
23/07/2019;64,521;0,028;-9,038;0,077;0,524;0,086;2,688;0,073;-30,756;0,553;34,694;0,076;-17,253;-0,181;0,1;-0,052;-32,485;-0,278;29,179;-0,393;-3,909;-0,298;-20,173;0,104;12,528;-0,01;271,519;-0,069;137,957;0,039;38,623;-0,143;68,309;-0,362;22,826;-0,526;-2,585;-0,212;-8,553;-0,149
24/07/2019;64,326;-0,055;-9,272;-0,251;0,533;0,079;2,855;0,37;-30,836;0,462;34,606;-0,047;-17,262;-0,31;0,152;-0,151;-32,591;-0,211;29,283;-0,275;-3,732;-0,232;-19,806;0,394;12,851;0,4;271,442;-0,081;138,2;0,339;38,715;0,046;68,111;-0,292;22,774;-0,376;-2,587;-0,215;-8,589;-0,012
25/07/2019;64,203;-0,318;-9,356;-0,318;0,607;0,083;2,838;0,15;-30,812;-0,056;34,604;-0,09;-17,125;0,128;0,149;0,049;-32,403;0,082;29,557;0,378;-3,732;0,177;-19,704;0,469;12,884;0,356;271,27;-0,249;138,075;0,118;38,73;0,107;67,912;-0,397;22,678;-0,148;-2,574;0,011;-8,442;0,111
26/07/2019;64,118;-0,208;-9,23;0,042;0,672;0,139;2,358;-0,497;-30,59;0,246;34,614;0,008;-17,029;0,233;0,148;-0,004;-32,454;0,137;29,614;0,331;-3,71;0,022;-19,691;0,115;12,207;-0,644;271,201;-0,241;137,713;-0,487;38,844;0,129;67,829;-0,282;22,676;-0,098;-2,468;0,119;-8,386;0,203
27/07/2019;64,047;-0,156;-9,146;0,21;0,492;-0,115;2,035;-0,803;-30,775;0,037;34,69;0,086;-16,948;0,177;-0,082;-0,231;-32,565;-0,162;29,345;-0,212;-3,627;0,105;-19,84;-0,136;11,848;-1,036;271,394;0,124;137,084;-0,991;38,844;0,114;67,818;-0,094;22,617;-0,061;-2,468;0,106;-8,506;-0,064
28/07/2019;64,096;-0,022;-9,425;-0,195;0,342;-0,33;2,102;-0,256;-30,924;-0,334;34,536;-0,078;-16,927;0,102;-0,017;-0,165;-32,599;-0,145;28,488;-1,126;-4,442;-0,732;-20,819;-1,128;11,789;-0,418;271,44;0,239;136,82;-0,893;37,837;-1,007;67,73;-0,099;22,428;-0,248;-2,444;0,024;-8,535;-0,149
29/07/2019;63,921;-0,126;-9,266;-0,12;0,275;-0,217;2,263;0,228;-31,306;-0,531;34,391;-0,299;-16,952;-0,004;-0,516;-0,434;-32,682;-0,117;28,425;-0,92;-4,462;-0,835;-20,991;-1,151;11,464;-0,384;271,179;-0,215;135,836;-1,248;38,109;-0,735;67,146;-0,672;22,066;-0,551;-2,508;-0,04;-8,605;-0,099
30/07/2019;64,086;-0,01;-9,039;0,386;0,211;-0,131;2,324;0,222;-31,362;-0,438;34,073;-0,463;-16,815;0,112;-0,733;-0,716;-32,827;-0,228;28,305;-0,183;-4,442;0;-21,126;-0,307;11,212;-0,577;271,086;-0,354;134,955;-1,865;38,363;0,526;67,101;-0,629;21,803;-0,625;-2,519;-0,075;-8,596;-0,061
31/07/2019;63,853;-0,068;-9,068;0,198;0,349;0,074;2,192;-0,071;-30,887;0,419;33,896;-0,495;-16,884;0,068;-0,425;0,091;-32,955;-0,273;28,645;0,22;-4,524;-0,062;-20,912;0,079;11,002;-0,462;270,832;-0,347;135,242;-0,594;38,576;0,467;66,726;-0,42;21,652;-0,414;-2,635;-0,127;-8,761;-0,156
01/08/2019;63,862;-0,224;-8,898;0,141;0,392;0,181;2,277;-0,047;-30,718;0,644;33,734;-0,339;-17,048;-0,233;-0,377;0,356;-33,014;-0,187;28,676;0,371;-4,554;-0,112;-20,92;0,206;11,14;-0,072;270,665;-0,421;135,349;0,394;38,567;0,204;66,702;-0,399;21,604;-0,199;-2,709;-0,19;-8,782;-0,186
02/08/2019;63,77;-0,083;-8,804;0,264;0,412;0,063;2,066;-0,126;-30,855;0,032;33,665;-0,231;-17,204;-0,32;-0,428;-0,003;-33,089;-0,134;28,962;0,317;-4,402;0,122;-20,884;0,028;10,811;-0,191;270,449;-0,383;135,449;0,207;38,474;-0,102;66,499;-0,227;21,582;-0,07;-2,588;0,047;-8,692;0,069
03/08/2019;64,067;0,205;-8,799;0,099;0,437;0,045;2,228;-0,049;-30,658;0,06;33,91;0,176;-17,228;-0,18;-0,62;-0,243;-33,303;-0,289;28,302;-0,374;-4,89;-0,336;-21,261;-0,341;11,124;-0,016;271,09;0,425;135,473;0,124;38,184;-0,383;66,849;0,147;21,515;-0,089;-2,322;0,387;-8,482;0,3
04/08/2019;63,843;0,073;-8,658;0,146;0,402;-0,01;2,152;0,086;-30,947;-0,092;33,888;0,223;-17,34;-0,136;-0,781;-0,353;-33,311;-0,222;28,448;-0,514;-4,671;-0,269;-21,39;-0,506;10,988;0,177;271,114;0,665;135,162;-0,287;38,336;-0,138;66,577;0,078;21,403;-0,179;-2,465;0,123;-8,521;0,171
05/08/2019;63,642;-0,425;-8,773;0,026;0,434;-0,003;1,942;-0,286;-30,916;-0,258;33,747;-0,163;-17,361;-0,133;-0,527;0,093;-33,257;0,046;28,848;0,546;-4,573;0,317;-21,165;0,096;10,736;-0,388;270,97;-0,12;135,4;-0,073;38,502;0,318;66,369;-0,48;21,396;-0,119;-2,482;-0,16;-8,573;-0,091
06/08/2019;63,461;-0,382;-8,918;-0,26;0,403;0,001;1,913;-0,239;-31,065;-0,118;33,987;0,099;-17,531;-0,191;-0,482;0,299;-33,286;0,025;29,057;0,609;-4,259;0,412;-20,74;0,65;10,412;-0,576;271,047;-0,067;135,883;0,721;38,739;0,403;65,974;-0,603;21,282;-0,121;-2,604;-0,139;-8,493;0,028
07/08/2019;63,466;-0,176;-8,917;-0,144;0,386;-0,048;1,706;-0,236;-30,714;0,202;34,206;0,459;-17,541;-0,18;-0,575;-0,048;-33,307;-0,05;29,43;0,582;-4,142;0,431;-20,395;0,77;10,333;-0,403;271,29;0,32;135,837;0,437;38,754;0,252;66,05;-0,319;21,326;-0,07;-2,609;-0,127;-8,511;0,062
08/08/2019;63,666;0,205;-8,77;0,148;0,436;0,033;1,751;-0,162;-30,966;0,099;34,294;0,307;-17,468;0,063;-0,877;-0,395;-33,059;0,227;29,67;0,613;-4,022;0,237;-20,581;0,159;10,397;-0,015;271,349;0,302;135,345;-0,538;38,685;-0,054;66,322;0,348;21,607;0,325;-2,318;0,286;-8,341;0,152
09/08/2019;63,695;0,229;-8,706;0,211;0,475;0,089;1,804;0,098;-30,906;-0,192;34,326;0,12;-17,774;-0,233;-0,562;0,013;-33,013;0,294;29,933;0,503;-3,855;0,287;-20,447;-0,052;10,614;0,281;271,443;0,153;136,03;0,193;38,623;-0,131;66,396;0,346;21,733;0,407;-2,162;0,447;-8,482;0,029
10/08/2019;63,873;0,207;-8,816;-0,046;0,451;0,015;1,671;-0,08;-30,992;-0,026;34,368;0,074;-17,587;-0,119;-0,19;0,687;-32,935;0,124;29,984;0,314;-3,826;0,196;-20,386;0,195;10,691;0,294;271,597;0,248;136,537;1,192;38,677;-0,008;66,719;0,397;21,88;0,273;-2,025;0,293;-8,622;-0,281
11/08/2019;63,984;0,289;-8,905;-0,199;0,398;-0,077;1,922;0,118;-31,043;-0,137;34,538;0,212;-17,321;0,453;0,138;0,7;-32,746;0,267;29,91;-0,023;-3,724;0,131;-20,163;0,284;10,991;0,377;271,686;0,243;136,955;0,925;38,794;0,171;66,955;0,559;22,098;0,365;-2,101;0,061;-8,695;-0,213
12/08/2019;64,045;0,172;-8,98;-0,164;0,419;-0,032;2,014;0,343;-30,839;0,153;34,827;0,459;-17,157;0,43;0,073;0,263;-32,694;0,241;30,136;0,152;-3,813;0,013;-20,056;0,33;10,853;0,162;272,168;0,571;136,984;0,447;38,8;0,123;66,903;0,184;22,063;0,183;-2,027;-0,002;-8,487;0,135
13/08/2019;64,403;0,419;-9,187;-0,282;0,483;0,085;1,912;-0,01;-30,872;0,171;35,006;0,468;-17,102;0,219;0,125;-0,013;-32,572;0,174;30,3;0,39;-3,826;-0,102;-19,921;0,242;11,087;0,096;272,431;0,745;137,192;0,237;38,77;-0,024;67,312;0,357;21,969;-0,129;-2,088;0,013;-8,605;0,09
14/08/2019;64,432;0,387;-8,976;0,004;0,56;0,141;1,553;-0,461;-31,09;-0,251;34,999;0,172;-17,12;0,037;-0,141;-0,214;-32,628;0,066;30,089;-0,047;-3,567;0,246;-20,057;-0,001;10,758;-0,095;272,309;0,141;137,039;0,055;38,709;-0,091;67,517;0,614;22,029;-0,034;-2,182;-0,155;-8,78;-0,293
15/08/2019;64,472;0,069;-8,974;0,213;0,623;0,14;1,638;-0,274;-30,813;0,059;34,913;-0,093;-16,837;0,265;0,175;0,05;-32,654;-0,082;30,145;-0,155;-3,676;0,15;-20,08;-0,159;10,736;-0,351;272,192;-0,239;137,052;-0,14;38,628;-0,142;67,551;0,239;22,073;0,104;-2,111;-0,023;-8,722;-0,117
16/08/2019;64,382;-0,05;-9,147;-0,171;0,606;0,046;1,547;-0,006;-30,827;0,263;34,885;-0,114;-16,661;0,459;0,333;0,474;-32,763;-0,135;30,136;0,047;-3,707;-0,14;-19,993;0,064;10,644;-0,114;272,114;-0,195;137,161;0,122;38,823;0,114;67,619;0,102;22,208;0,179;-2,144;0,038;-8,631;0,149
17/08/2019;64,331;-0,141;-9,244;-0,27;0,538;-0,085;1,649;0,011;-30,898;-0,085;34,848;-0,065;-16,386;0,451;0,336;0,161;-32,788;-0,134;30,262;0,117;-3,594;0,082;-19,873;0,207;10,858;0,122;272,17;-0,022;137,093;0,041;38,92;0,292;67,714;0,163;22,293;0,22;-2,244;-0,133;-8,647;0,075
18/08/2019;64,177;-0,205;-9,306;-0,159;0,541;-0,065;1,697;0,15;-30,725;0,102;35,105;0,22;-16,263;0,398;0,326;-0,007;-32,818;-0,055;30,43;0,294;-3,69;0,017;-19,833;0,16;11,165;0,521;272,837;0,723;136,968;-0,193;38,913;0,09;67,637;0,018;22,341;0,133;-2,229;-0,085;-8,502;0,129
19/08/2019;64,205;-0,126;-9,493;-0,249;0,481;-0,057;1,785;0,136;-30,714;0,184;35,187;0,339;-16,134;0,252;0,373;0,037;-32,76;0,028;30,581;0,319;-3,797;-0,203;-19,887;-0,014;11,691;0,833;273,152;0,982;137,247;0,154;38,83;-0,09;68,063;0,349;22,651;0,358;-2,182;0,062;-8,535;0,112
20/08/2019;64,248;0,071;-9,39;-0,084;0,479;-0,062;2,031;0,334;-30,376;0,349;35,387;0,282;-16,222;0,041;0,194;-0,132;-32,623;0,195;30,703;0,273;-3,924;-0,234;-19,875;-0,042;11,925;0,76;273,458;0,621;137,159;0,191;38,714;-0,199;68,132;0,495;22,816;0,475;-2,105;0,124;-8,531;-0,029
21/08/2019;64,215;0,01;-9,364;0,129;0,534;0,053;2,429;0,644;-30,5;0,214;35,391;0,204;-16,251;-0,117;0,072;-0,301;-32,652;0,108;30,739;0,158;-3,945;-0,148;-20,01;-0,123;12,237;0,546;273,634;0,482;137,187;-0,06;38,745;-0,085;68,086;0,023;22,84;0,189;-1,935;0,247;-8,564;-0,029
22/08/2019;64,909;0,661;-9,226;0,164;0,578;0,099;2,111;0,08;-30,334;0,042;35,563;0,176;-15,705;0,517;0,241;0,047;-32,626;-0,003;30,778;0,075;-4,043;-0,119;-20,081;-0,206;11,992;0,067;273,72;0,262;136,939;-0,22;38,805;0,091;68,669;0,537;22,738;-0,078;-1,817;0,288;-8,67;-0,139
23/08/2019;65,034;0,819;-9,328;0,036;0,496;-0,038;1,977;-0,452;-30,113;0,387;35,586;0,195;-15,497;0,754;0,262;0,19;-32,727;-0,075;30,413;-0,326;-4,288;-0,343;-20,057;-0,047;11,402;-0,835;273,424;-0,21;136,904;-0,283;38,826;0,081;68,564;0,478;22,395;-0,445;-2,033;-0,098;-8,618;-0,054
