day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
26/07/2019;64,118;-0,085;-9,23;0,126;0,672;0,065;2,358;-0,48;-30,59;0,222;34,614;0,01;-17,029;0,096;0,148;-0,001;-32,454;-0,051;29,614;0,057;-3,71;0,022;-19,691;0,013;12,207;-0,677;271,201;-0,069;137,713;-0,362;38,844;0,114;67,829;-0,083;22,676;-0,002;-2,468;0,106;-8,386;0,056
27/07/2019;64,047;-0,071;-9,146;0,084;0,492;-0,18;2,035;-0,323;-30,775;-0,185;34,69;0,076;-16,948;0,081;-0,082;-0,23;-32,565;-0,111;29,345;-0,269;-3,627;0,083;-19,84;-0,149;11,848;-0,359;271,394;0,193;137,084;-0,629;38,844;0;67,818;-0,011;22,617;-0,059;-2,468;0;-8,506;-0,12
28/07/2019;64,096;0,049;-9,425;-0,279;0,342;-0,15;2,102;0,067;-30,924;-0,149;34,536;-0,154;-16,927;0,021;-0,017;0,065;-32,599;-0,034;28,488;-0,857;-4,442;-0,815;-20,819;-0,979;11,789;-0,059;271,44;0,046;136,82;-0,264;37,837;-1,007;67,73;-0,088;22,428;-0,189;-2,444;0,024;-8,535;-0,029
29/07/2019;63,921;-0,175;-9,266;0,159;0,275;-0,067;2,263;0,161;-31,306;-0,382;34,391;-0,145;-16,952;-0,025;-0,516;-0,499;-32,682;-0,083;28,425;-0,063;-4,462;-0,02;-20,991;-0,172;11,464;-0,325;271,179;-0,261;135,836;-0,984;38,109;0,272;67,146;-0,584;22,066;-0,362;-2,508;-0,064;-8,605;-0,07
30/07/2019;64,086;0,165;-9,039;0,227;0,211;-0,064;2,324;0,061;-31,362;-0,056;34,073;-0,318;-16,815;0,137;-0,733;-0,217;-32,827;-0,145;28,305;-0,12;-4,442;0,02;-21,126;-0,135;11,212;-0,252;271,086;-0,093;134,955;-0,881;38,363;0,254;67,101;-0,045;21,803;-0,263;-2,519;-0,011;-8,596;0,009
31/07/2019;63,853;-0,233;-9,068;-0,029;0,349;0,138;2,192;-0,132;-30,887;0,475;33,896;-0,177;-16,884;-0,069;-0,425;0,308;-32,955;-0,128;28,645;0,34;-4,524;-0,082;-20,912;0,214;11,002;-0,21;270,832;-0,254;135,242;0,287;38,576;0,213;66,726;-0,375;21,652;-0,151;-2,635;-0,116;-8,761;-0,165
01/08/2019;63,862;0,009;-8,898;0,17;0,392;0,043;2,277;0,085;-30,718;0,169;33,734;-0,162;-17,048;-0,164;-0,377;0,048;-33,014;-0,059;28,676;0,031;-4,554;-0,03;-20,92;-0,008;11,14;0,138;270,665;-0,167;135,349;0,107;38,567;-0,009;66,702;-0,024;21,604;-0,048;-2,709;-0,074;-8,782;-0,021
02/08/2019;63,77;-0,092;-8,804;0,094;0,412;0,02;2,066;-0,211;-30,855;-0,137;33,665;-0,069;-17,204;-0,156;-0,428;-0,051;-33,089;-0,075;28,962;0,286;-4,402;0,152;-20,884;0,036;10,811;-0,329;270,449;-0,216;135,449;0,1;38,474;-0,093;66,499;-0,203;21,582;-0,022;-2,588;0,121;-8,692;0,09
03/08/2019;64,067;0,297;-8,799;0,005;0,437;0,025;2,228;0,162;-30,658;0,197;33,91;0,245;-17,228;-0,024;-0,62;-0,192;-33,303;-0,214;28,302;-0,66;-4,89;-0,488;-21,261;-0,377;11,124;0,313;271,09;0,641;135,473;0,024;38,184;-0,29;66,849;0,35;21,515;-0,067;-2,322;0,266;-8,482;0,21
04/08/2019;63,843;-0,224;-8,658;0,141;0,402;-0,035;2,152;-0,076;-30,947;-0,289;33,888;-0,022;-17,34;-0,112;-0,781;-0,161;-33,311;-0,008;28,448;0,146;-4,671;0,219;-21,39;-0,129;10,988;-0,136;271,114;0,024;135,162;-0,311;38,336;0,152;66,577;-0,272;21,403;-0,112;-2,465;-0,143;-8,521;-0,039
05/08/2019;63,642;-0,201;-8,773;-0,115;0,434;0,032;1,942;-0,21;-30,916;0,031;33,747;-0,141;-17,361;-0,021;-0,527;0,254;-33,257;0,054;28,848;0,4;-4,573;0,098;-21,165;0,225;10,736;-0,252;270,97;-0,144;135,4;0,238;38,502;0,166;66,369;-0,208;21,396;-0,007;-2,482;-0,017;-8,573;-0,052
06/08/2019;63,461;-0,181;-8,918;-0,145;0,403;-0,031;1,913;-0,029;-31,065;-0,149;33,987;0,24;-17,531;-0,17;-0,482;0,045;-33,286;-0,029;29,057;0,209;-4,259;0,314;-20,74;0,425;10,412;-0,324;271,047;0,077;135,883;0,483;38,739;0,237;65,974;-0,395;21,282;-0,114;-2,604;-0,122;-8,493;0,08
07/08/2019;63,466;0,005;-8,917;0,001;0,386;-0,017;1,706;-0,207;-30,714;0,351;34,206;0,219;-17,541;-0,01;-0,575;-0,093;-33,307;-0,021;29,43;0,373;-4,142;0,117;-20,395;0,345;10,333;-0,079;271,29;0,243;135,837;-0,046;38,754;0,015;66,05;0,076;21,326;0,044;-2,609;-0,005;-8,511;-0,018
08/08/2019;63,666;0,2;-8,77;0,147;0,436;0,05;1,751;0,045;-30,966;-0,252;34,294;0,088;-17,468;0,073;-0,877;-0,302;-33,059;0,248;29,67;0,24;-4,022;0,12;-20,581;-0,186;10,397;0,064;271,349;0,059;135,345;-0,492;38,685;-0,069;66,322;0,272;21,607;0,281;-2,318;0,291;-8,341;0,17
09/08/2019;63,695;0,029;-8,706;0,064;0,475;0,039;1,804;0,053;-30,906;0,06;34,326;0,032;-17,774;-0,306;-0,562;0,315;-33,013;0,046;29,933;0,263;-3,855;0,167;-20,447;0,134;10,614;0,217;271,443;0,094;136,03;0,685;38,623;-0,062;66,396;0,074;21,733;0,126;-2,162;0,156;-8,482;-0,141
10/08/2019;63,873;0,178;-8,816;-0,11;0,451;-0,024;1,671;-0,133;-30,992;-0,086;34,368;0,042;-17,587;0,187;-0,19;0,372;-32,935;0,078;29,984;0,051;-3,826;0,029;-20,386;0,061;10,691;0,077;271,597;0,154;136,537;0,507;38,677;0,054;66,719;0,323;21,88;0,147;-2,025;0,137;-8,622;-0,14
11/08/2019;63,984;0,111;-8,905;-0,089;0,398;-0,053;1,922;0,251;-31,043;-0,051;34,538;0,17;-17,321;0,266;0,138;0,328;-32,746;0,189;29,91;-0,074;-3,724;0,102;-20,163;0,223;10,991;0,3;271,686;0,089;136,955;0,418;38,794;0,117;66,955;0,236;22,098;0,218;-2,101;-0,076;-8,695;-0,073
12/08/2019;64,045;0,061;-8,98;-0,075;0,419;0,021;2,014;0,092;-30,839;0,204;34,827;0,289;-17,157;0,164;0,073;-0,065;-32,694;0,052;30,136;0,226;-3,813;-0,089;-20,056;0,107;10,853;-0,138;272,168;0,482;136,984;0,029;38,8;0,006;66,903;-0,052;22,063;-0,035;-2,027;0,074;-8,487;0,208
13/08/2019;64,403;0,358;-9,187;-0,207;0,483;0,064;1,912;-0,102;-30,872;-0,033;35,006;0,179;-17,102;0,055;0,125;0,052;-32,572;0,122;30,3;0,164;-3,826;-0,013;-19,921;0,135;11,087;0,234;272,431;0,263;137,192;0,208;38,77;-0,03;67,312;0,409;21,969;-0,094;-2,088;-0,061;-8,605;-0,118
14/08/2019;64,432;0,029;-8,976;0,211;0,56;0,077;1,553;-0,359;-31,09;-0,218;34,999;-0,007;-17,12;-0,018;-0,141;-0,266;-32,628;-0,056;30,089;-0,211;-3,567;0,259;-20,057;-0,136;10,758;-0,329;272,309;-0,122;137,039;-0,153;38,709;-0,061;67,517;0,205;22,029;0,06;-2,182;-0,094;-8,78;-0,175
15/08/2019;64,472;0,04;-8,974;0,002;0,623;0,063;1,638;0,085;-30,813;0,277;34,913;-0,086;-16,837;0,283;0,175;0,316;-32,654;-0,026;30,145;0,056;-3,676;-0,109;-20,08;-0,023;10,736;-0,022;272,192;-0,117;137,052;0,013;38,628;-0,081;67,551;0,034;22,073;0,044;-2,111;0,071;-8,722;0,058
16/08/2019;64,382;-0,09;-9,147;-0,173;0,606;-0,017;1,547;-0,091;-30,827;-0,014;34,885;-0,028;-16,661;0,176;0,333;0,158;-32,763;-0,109;30,136;-0,009;-3,707;-0,031;-19,993;0,087;10,644;-0,092;272,114;-0,078;137,161;0,109;38,823;0,195;67,619;0,068;22,208;0,135;-2,144;-0,033;-8,631;0,091
17/08/2019;64,331;-0,051;-9,244;-0,097;0,538;-0,068;1,649;0,102;-30,898;-0,071;34,848;-0,037;-16,386;0,275;0,336;0,003;-32,788;-0,025;30,262;0,126;-3,594;0,113;-19,873;0,12;10,858;0,214;272,17;0,056;137,093;-0,068;38,92;0,097;67,714;0,095;22,293;0,085;-2,244;-0,1;-8,647;-0,016
18/08/2019;64,177;-0,154;-9,306;-0,062;0,541;0,003;1,697;0,048;-30,725;0,173;35,105;0,257;-16,263;0,123;0,326;-0,01;-32,818;-0,03;30,43;0,168;-3,69;-0,096;-19,833;0,04;11,165;0,307;272,837;0,667;136,968;-0,125;38,913;-0,007;67,637;-0,077;22,341;0,048;-2,229;0,015;-8,502;0,145
19/08/2019;64,205;0,028;-9,493;-0,187;0,481;-0,06;1,785;0,088;-30,714;0,011;35,187;0,082;-16,134;0,129;0,373;0,047;-32,76;0,058;30,581;0,151;-3,797;-0,107;-19,887;-0,054;11,691;0,526;273,152;0,315;137,247;0,279;38,83;-0,083;68,063;0,426;22,651;0,31;-2,182;0,047;-8,535;-0,033
20/08/2019;64,248;0,043;-9,39;0,103;0,479;-0,002;2,031;0,246;-30,376;0,338;35,387;0,2;-16,222;-0,088;0,194;-0,179;-32,623;0,137;30,703;0,122;-3,924;-0,127;-19,875;0,012;11,925;0,234;273,458;0,306;137,159;-0,088;38,714;-0,116;68,132;0,069;22,816;0,165;-2,105;0,077;-8,531;0,004
21/08/2019;64,215;-0,033;-9,364;0,026;0,534;0,055;2,429;0,398;-30,5;-0,124;35,391;0,004;-16,251;-0,029;0,072;-0,122;-32,652;-0,029;30,739;0,036;-3,945;-0,021;-20,01;-0,135;12,237;0,312;273,634;0,176;137,187;0,028;38,745;0,031;68,086;-0,046;22,84;0,024;-1,935;0,17;-8,564;-0,033
22/08/2019;64,909;0,694;-9,226;0,138;0,578;0,044;2,111;-0,318;-30,334;0,166;35,563;0,172;-15,705;0,546;0,241;0,169;-32,626;0,026;30,778;0,039;-4,043;-0,098;-20,081;-0,071;11,992;-0,245;273,72;0,086;136,939;-0,248;38,805;0,06;68,669;0,583;22,738;-0,102;-1,817;0,118;-8,67;-0,106
23/08/2019;65,034;0,125;-9,328;-0,102;0,496;-0,082;1,977;-0,134;-30,113;0,221;35,586;0,023;-15,497;0,208;0,262;0,021;-32,727;-0,101;30,413;-0,365;-4,288;-0,245;-20,057;0,024;11,402;-0,59;273,424;-0,296;136,904;-0,035;38,826;0,021;68,564;-0,105;22,395;-0,343;-2,033;-0,216;-8,618;0,052
24/08/2019;64,695;-0,339;-9,229;0,099;0,405;-0,091;1,982;0,005;-30,775;-0,662;35,623;0,037;-15,693;-0,196;0,078;-0,184;-32,712;0,015;30,943;0,53;-3,538;0,75;-19,755;0,302;11,324;-0,078;273,557;0,133;137,269;0,365;39,112;0,286;68,198;-0,366;22,716;0,321;-1,911;0,122;-8,562;0,056
25/08/2019;64,708;0,013;-9,197;0,032;0,48;0,075;2,469;0,487;-30,815;-0,04;35,731;0,108;-15,59;0,103;0,077;-0,001;-32,802;-0,09;31,115;0,172;-3,428;0,11;-19,7;0,055;11,711;0,387;273,844;0,287;137,43;0,161;39,234;0,122;68,259;0,061;22,875;0,159;-1,841;0,07;-8,367;0,195
26/08/2019;64,043;-0,665;-9,237;-0,04;0,603;0,123;3,185;0,716;-30,444;0,371;36,267;0,536;-15,467;0,123;-0,163;-0,24;-32,104;0,698;31,267;0,152;-3,487;-0,059;-19,459;0,241;13,174;1,463;274,032;0,188;137,346;-0,084;39,436;0,202;68,017;-0,242;23,638;0,763;-1,28;0,561;-8,181;0,186
27/08/2019;63,807;-0,236;-8,893;0,344;0,627;0,024;3,408;0,223;-30,593;-0,149;36,044;-0,223;-15,718;-0,251;-0,312;-0,149;-31,958;0,146;31,391;0,124;-3,227;0,26;-19,595;-0,136;13,338;0,164;273,73;-0,302;137,524;0,178;39,482;0,046;67,684;-0,333;23,457;-0,181;-1,739;-0,459;-8,087;0,094
28/08/2019;63,839;0,032;-8,651;0,242;0,686;0,059;3,349;-0,059;-30,357;0,236;35,925;-0,119;-15,749;-0,031;-0,107;0,205;-31,949;0,009;31,474;0,083;-3,215;0,012;-19,635;-0,04;13,197;-0,141;273,466;-0,264;137,666;0,142;39,625;0,143;67,645;-0,039;23,506;0,049;-1,721;0,018;-8,056;0,031
29/08/2019;63,723;-0,116;-8,505;0,146;0,608;-0,078;3,333;-0,016;-30,279;0,078;35,942;0,017;-15,89;-0,141;-0,186;-0,079;-31,97;-0,021;31,563;0,089;-3,081;0,134;-19,578;0,057;13,187;-0,01;273,345;-0,121;137,581;-0,085;39,653;0,028;67,48;-0,165;23,458;-0,048;-1,798;-0,077;-8,056;0
30/08/2019;63,773;0,05;-8,457;0,048;0,664;0,056;3,314;-0,019;-30,06;0,219;36,014;0,072;-15,868;0,022;-0,131;0,055;-31,843;0,127;31,57;0,007;-3,127;-0,046;-19,548;0,03;13,456;0,269;273,266;-0,079;137,795;0,214;39,53;-0,123;67,481;0,001;23,531;0,073;-1,839;-0,041;-7,97;0,086
31/08/2019;63,818;0,045;-8,294;0,163;0,835;0,171;3,623;0,309;-29,862;0,198;36,035;0,021;-15,948;-0,08;-0,088;0,043;-31,916;-0,073;31,846;0,276;-3,038;0,089;-19,512;0,036;13,697;0,241;273,47;0,204;138,041;0,246;39,524;-0,006;67,472;-0,009;23,523;-0,008;-1,973;-0,134;-7,983;-0,013
01/09/2019;63,745;-0,073;-8,352;-0,058;0,741;-0,094;2,722;-0,901;-29,157;0,705;36,074;0,039;-15,874;0,074;-0,071;0,017;-32,017;-0,101;31,955;0,109;-3,307;-0,269;-19,336;0,176;12,947;-0,75;273,196;-0,274;137,746;-0,295;39,357;-0,167;67,447;-0,025;23,484;-0,039;-2,016;-0,043;-7,99;-0,007
02/09/2019;63,738;-0,007;-8,522;-0,17;0,78;0,039;2,675;-0,047;-29,175;-0,018;36,174;0,1;-15,945;-0,071;-0,053;0,018;-31,888;0,129;31,966;0,011;-3,461;-0,154;-19,418;-0,082;12,859;-0,088;273,326;0,13;137,785;0,039;39,286;-0,071;67,44;-0,007;23,466;-0,018;-2,093;-0,077;-7,837;0,153
03/09/2019;63,957;0,219;-8,786;-0,264;0,678;-0,102;2,481;-0,194;-29,179;-0,004;36,008;-0,166;-15,935;0,01;0,057;0,11;-32,097;-0,209;32,087;0,121;-3,546;-0,085;-19,34;0,078;12,721;-0,138;273,133;-0,193;137,865;0,08;39,154;-0,132;67,705;0,265;23,394;-0,072;-2,128;-0,035;-7,885;-0,048
04/09/2019;64,396;0,439;-8,908;-0,122;0,604;-0,074;2,083;-0,398;-28,916;0,263;35,856;-0,152;-16,088;-0,153;-0,045;-0,102;-32,265;-0,168;31,945;-0,142;-3,695;-0,149;-19,21;0,13;12,291;-0,43;272,734;-0,399;137,842;-0,023;38,916;-0,238;68,103;0,398;23,296;-0,098;-2,156;-0,028;-7,98;-0,095
05/09/2019;64,264;-0,132;-9,063;-0,155;0,501;-0,103;2,27;0,187;-29,072;-0,156;35,873;0,017;-15,94;0,148;-0,119;-0,074;-32,222;0,043;31,924;-0,021;-3,74;-0,045;-19,265;-0,055;12,68;0,389;273,037;0,303;137,863;0,021;38,889;-0,027;68,173;0,07;23,459;0,163;-2,07;0,086;-7,857;0,123
06/09/2019;64,516;0,252;-9,012;0,051;0,54;0,039;2,329;0,059;-29,08;-0,008;36,086;0,213;-15,851;0,089;-0,275;-0,156;-31,95;0,272;31,78;-0,144;-3,749;-0,009;-19,304;-0,039;12,936;0,256;273,407;0,37;137,865;0,002;38,973;0,084;68,61;0,437;23,735;0,276;-1,957;0,113;-8,093;-0,236
07/09/2019;64,464;-0,052;-9,01;0,002;0,55;0,01;2,41;0,081;-28,95;0,13;36,1;0,014;-15,781;0,07;-0,203;0,072;-31,879;0,071;31,798;0,018;-3,681;0,068;-19,004;0,3;13,334;0,398;273,45;0,043;137,747;-0,118;39,001;0,028;68,68;0,07;23,944;0,209;-1,837;0,12;-8,195;-0,102
08/09/2019;64,885;0,421;-8,79;0,22;0,582;0,032;2,489;0,079;-29,739;-0,789;36,087;-0,013;-15,563;0,218;-0,192;0,011;-31,917;-0,038;31,748;-0,05;-3,361;0,32;-19,576;-0,572;13,572;0,238;273,879;0,429;137,597;-0,15;38,923;-0,078;69,344;0,664;24,117;0,173;-1,795;0,042;-8,152;0,043
09/09/2019;64,735;-0,15;-8,718;0,072;0,564;-0,018;2,311;-0,178;-29,654;0,085;36,385;0,298;-15,292;0,271;-0,125;0,067;-31,648;0,269;31,789;0,041;-3,092;0,269;-19,333;0,243;13,216;-0,356;273,792;-0,087;137,441;-0,156;38,909;-0,014;69,168;-0,176;24,206;0,089;-1,628;0,167;-8,009;0,143
10/09/2019;64,85;0,115;-8,7505;-0,0325;0,5715;0,0075;2,3435;0,0325;-29,6095;0,0445;36,448;0,063;-15,36;-0,068;-0,07;0,055;-31,627;0,021;32,029;0,24;-3,0845;0,0075;-19,2845;0,0485;13,343;0,127;273,85;0,058;137,58;0,139;38,978;0,069;69,169;0,001;24,171;-0,035;-1,597;0,031;-8,157;-0,148
11/09/2019;64,965;0,115;-8,783;-0,0325;0,579;0,0075;2,376;0,0325;-29,565;0,0445;36,465;0,017;-15,502;-0,142;-0,099;-0,029;-31,662;-0,035;32,269;0,24;-3,077;0,0075;-19,236;0,0485;13,761;0,418;274,211;0,361;137,786;0,206;39,031;0,053;69,655;0,486;24,315;0,144;-1,632;-0,035;-7,935;0,222
12/09/2019;65,329;0,364;-8,87;-0,087;0,622;0,043;2,474;0,098;-29,373;0,192;36,394;-0,071;-15,5;0,002;-0,665;-0,566;-31,643;0,019;32,492;0,223;-3,246;-0,169;-19,15;0,086;13,892;0,131;274,261;0,05;136,917;-0,869;39,189;0,158;70,059;0,404;24,313;-0,002;-1,632;0;-8,024;-0,089
13/09/2019;65,536;0,207;-8,874;-0,004;0,734;0,112;2,478;0,004;-28,847;0,526;36,051;-0,343;-15,523;-0,023;-0,49;0,175;-32,007;-0,364;32,896;0,404;-3,33;-0,084;-18,835;0,315;13,833;-0,059;274,001;-0,26;137,122;0,205;39,208;0,019;70,211;0,152;24,261;-0,052;-1,576;0,056;-8,198;-0,174
14/09/2019;65,525;-0,011;-9,115;-0,241;0,767;0,033;2,404;-0,074;-28,677;0,17;36,135;0,084;-15,452;0,071;-0,344;0,146;-31,931;0,076;33,358;0,462;-3,487;-0,157;-18,622;0,213;13,774;-0,059;274,075;0,074;137,322;0,2;39,193;-0,015;70,172;-0,039;24,212;-0,049;-1,674;-0,098;-8,269;-0,071
15/09/2019;65,56;0,035;-9,279;-0,164;0,837;0,07;2,318;-0,086;-28,416;0,261;36,444;0,309;-15,265;0,187;-0,281;0,063;-31,972;-0,041;33,685;0,327;-3,598;-0,111;-18,373;0,249;13,926;0,152;274,674;0,599;137,228;-0,094;39,265;0,072;70,273;0,101;24,269;0,057;-1,648;0,026;-8,248;0,021
16/09/2019;65,508;-0,052;-9,289;-0,01;0,877;0,04;2,446;0,128;-28,331;0,085;36,568;0,124;-15,294;-0,029;-0,21;0,071;-32,003;-0,031;33,911;0,226;-3,666;-0,068;-18,387;-0,014;14,324;0,398;275,095;0,421;137,552;0,324;39,278;0,013;70,36;0,087;24,352;0,083;-1,707;-0,059;-8,342;-0,094
17/09/2019;65,597;0,089;-9,236;0,053;0,906;0,029;2,392;-0,054;-28,35;-0,019;36,583;0,015;-15,317;-0,023;-0,226;-0,016;-31,986;0,017;34,287;0,376;-3,659;0,007;-18,484;-0,097;14,239;-0,085;275,006;-0,089;137,645;0,093;39,308;0,03;70,486;0,126;24,396;0,044;-1,67;0,037;-8,338;0,004
18/09/2019;65,858;0,261;-9,217;0,019;0,998;0,092;2,368;-0,024;-28,209;0,141;36,425;-0,158;-15,265;0,052;0,055;0,281;-31,887;0,099;34,588;0,301;-3,7;-0,041;-18,476;0,008;14,463;0,224;274,958;-0,048;137,888;0,243;39,321;0,013;70,963;0,477;24,678;0,282;-1,589;0,081;-8,372;-0,034
19/09/2019;66,27;0,412;-9,264;-0,047;0,973;-0,025;2,405;0,037;-28,203;0,006;36,423;-0,002;-15,19;0,075;-0,411;-0,466;-31,729;0,158;34,815;0,227;-3,78;-0,08;-18,534;-0,058;14,509;0,046;275,094;0,136;137,339;-0,549;39,219;-0,102;71,53;0,567;24,987;0,309;-1,59;-0,001;-8,193;0,179
20/09/2019;66,501;0,231;-9,127;0,137;1,038;0,065;2,505;0,1;-28,237;-0,034;36,552;0,129;-14,935;0,255;-0,507;-0,096;-31,744;-0,015;34,726;-0,089;-3,832;-0,052;-18,592;-0,058;14,851;0,342;275,4;0,306;137,047;-0,292;39,28;0,061;71,929;0,399;25,265;0,278;-1,316;0,274;-8,108;0,085
21/09/2019;66,726;0,225;-9,102;0,025;0,986;-0,052;2,33;-0,175;-28,164;0,073;36,557;0,005;-15,099;-0,164;-0,428;0,079;-31,646;0,098;34,904;0,178;-3,724;0,108;-18,471;0,121;14,743;-0,108;275,407;0,007;137,253;0,206;39,347;0,067;72,28;0,351;25,356;0,091;-1,45;-0,134;-8,102;0,006
22/09/2019;66,734;0,008;-9,12;-0,018;0,883;-0,103;1,949;-0,381;-28,227;-0,063;36,625;0,068;-15,103;-0,004;-0,485;-0,057;-31,566;0,08;35,114;0,21;-3,681;0,043;-18,447;0,024;14,402;-0,341;275,376;-0,031;137,367;0,114;39,443;0,096;72,438;0,158;25,507;0,151;-1,397;0,053;-8,112;-0,01
23/09/2019;66,914;0,18;-9,431;-0,311;0,844;-0,039;2,136;0,187;-28,463;-0,236;36,962;0,337;-14,858;0,245;-0,469;0,016;-31,397;0,169;35,282;0,168;-4,339;-0,658;-19,315;-0,868;14,942;0,54;275,956;0,58;137,545;0,178;38,617;-0,826;73,024;0,586;25,93;0,423;-1,14;0,257;-7,947;0,165
24/09/2019;67,209;0,295;-9,137;0,294;1,014;0,17;2,296;0,16;-28,57;-0,107;36,668;-0,294;-14,901;-0,043;-0,386;0,083;-31,641;-0,244;35,236;-0,046;-4,345;-0,006;-19,449;-0,134;14,757;-0,185;275,648;-0,308;137,148;-0,397;38,681;0,064;73,099;0,075;25,859;-0,071;-1,081;0,059;-7,594;0,353
25/09/2019;67,53;0,321;-8,975;0,162;1,086;0,072;2,384;0,088;-28,522;0,048;36,73;0,062;-14,879;0,022;-0,71;-0,324;-31,481;0,16;35,491;0,255;-4,236;0,109;-19,311;0,138;15,044;0,287;275,886;0,238;136,874;-0,274;39,125;0,444;73,545;0,446;26,059;0,2;-0,933;0,148;-7,592;0,002
26/09/2019;67,716;0,186;-8,778;0,197;1,041;-0,045;2,382;-0,002;-28,486;0,036;36,963;0,233;-14,918;-0,039;-0,91;-0,2;-31,363;0,118;35,882;0,391;-3,906;0,33;-19,104;0,207;15,286;0,242;276,282;0,396;136,976;0,102;39,382;0,257;73,946;0,401;26,299;0,24;-0,817;0,116;-7,619;-0,027
27/09/2019;67,585;-0,131;-8,788;-0,01;1,109;0,068;2,485;0,103;-28,259;0,227;37,233;0,27;-15,08;-0,162;-0,87;0,04;-31,468;-0,105;35,904;0,022;-3,898;0,008;-18,975;0,129;15,29;0,004;276,87;0,588;137,405;0,429;39,403;0,021;73,708;-0,238;26,165;-0,134;-0,789;0,028;-7,724;-0,105
28/09/2019;67,406;-0,179;-8,86;-0,072;1,133;0,024;2,699;0,214;-28,148;0,111;37,632;0,399;-14,968;0,112;-0,693;0,177;-31,491;-0,023;36;0,096;-3,929;-0,031;-18,899;0,076;15,526;0,236;277,719;0,849;137,708;0,303;39,504;0,101;73,508;-0,2;26,159;-0,006;-0,791;-0,002;-7,818;-0,094
29/09/2019;66,702;-0,704;-9,012;-0,152;1,117;-0,016;3,228;0,529;-28,385;-0,237;37,804;0,172;-14,959;0,009;-0,639;0,054;-31,35;0,141;36,336;0,336;-3,792;0,137;-18,813;0,086;16,45;0,924;277,796;0,077;137,848;0,14;39,552;0,048;72,93;-0,578;26,249;0,09;-0,86;-0,069;-7,907;-0,089
30/09/2019;66,641;-0,061;-9,152;-0,14;1,136;0,019;3,344;0,116;-28,239;0,146;37,912;0,108;-15,033;-0,074;-0,494;0,145;-31,368;-0,018;36,418;0,082;-3,797;-0,005;-18,611;0,202;16,645;0,195;278,193;0,397;138,294;0,446;39,681;0,129;73,018;0,088;26,398;0,149;-0,845;0,015;-7,946;-0,039
01/10/2019;66,897;0,256;-9,214;-0,062;1,098;-0,038;3,51;0,166;-28,198;0,041;38,034;0,122;-15,092;-0,059;-0,374;0,12;-31,461;-0,093;36,45;0,032;-3,843;-0,046;-18,682;-0,071;17,278;0,633;278,744;0,551;138,745;0,451;39,697;0,016;73,503;0,485;26,534;0,136;-0,867;-0,022;-7,899;0,047
02/10/2019;66,638;-0,259;-9,091;0,123;1,176;0,078;3,558;0,048;-28,225;-0,027;37,979;-0,055;-15,163;-0,071;-0,211;0,163;-31,406;0,055;36,608;0,158;-3,513;0,33;-18,369;0,313;17,425;0,147;278,424;-0,32;139,192;0,447;40,089;0,392;73,377;-0,126;26,723;0,189;-0,86;0,007;-7,934;-0,035
03/10/2019;67,266;0,628;-8,772;0,319;1,243;0,067;3,309;-0,249;-29,181;-0,956;38,132;0,153;-14,996;0,167;-0,216;-0,005;-31,175;0,231;37,108;0,5;-3,328;0,185;-19,172;-0,803;17,295;-0,13;278,71;0,286;139,072;-0,12;39,817;-0,272;74,083;0,706;26,796;0,073;-0,713;0,147;-7,922;0,012
04/10/2019;66,775;-0,491;-8,825;-0,053;1,242;-0,001;4,224;0,915;-28,435;0,746;38,162;0,03;-14,795;0,201;0,051;0,267;-31,137;0,038;36,961;-0,147;-3,592;-0,264;-18,829;0,343;16,995;-0,3;278,555;-0,155;139,114;0,042;39,68;-0,137;73,4;-0,683;26,916;0,12;-0,803;-0,09;-7,907;0,015
05/10/2019;67,096;0,321;-8,89;-0,065;1,27;0,028;4,087;-0,137;-28,174;0,261;38,176;0,014;-14,733;0,062;-0,012;-0,063;-31,131;0,006;36,676;-0,285;-3,718;-0,126;-18,784;0,045;16,91;-0,085;278,653;0,098;139,056;-0,058;39,577;-0,103;73,764;0,364;26,974;0,058;-0,783;0,02;-7,983;-0,076
06/10/2019;67,27;0,174;-9,03;-0,14;1,254;-0,016;3,562;-0,525;-28,217;-0,043;38,179;0,003;-14,81;-0,077;0,029;0,041;-30,976;0,155;36,569;-0,107;-3,649;0,069;-18,628;0,156;16,251;-0,659;278,524;-0,129;139,115;0,059;39,631;0,054;74,034;0,27;27,077;0,103;-0,852;-0,069;-7,95;0,033
