,day,edam_ecne_eplu,edam_ecor_emcn,edam_emsg_eplu,edam_epdn_ecne,edam_epdn_emcn,eint_ecpn_emgl,eint_esln_emgl,eint_esln_espc,emeg_ecpn_emgl,emfn_ecor_ecri,emfn_ecor_emcn,emfn_emcn_epdn,epdn_ecne_ecpn,epdn_eint_ecpn,epdn_eint_espc,epdn_emfn_espc,eplu_ecne_ecpn,eplu_emeg_ecpn,eplu_emeg_emal,eplu_emsg_emal
298,26/08/2019,64.043,-9.237,0.603,3.185,-30.444,36.267,-15.467,-0.163,-32.104,31.267,-3.487,-19.459,13.174,274.032,137.346,39.436,68.017,23.638,-1.28,-8.181
299,27/08/2019,63.807,-8.893,0.627,3.408,-30.593,36.044,-15.718,-0.312,-31.958,31.391,-3.227,-19.595,13.338,273.73,137.524,39.482,67.684,23.457,-1.739,-8.087
300,28/08/2019,63.839,-8.651,0.686,3.349,-30.357,35.925,-15.749,-0.107,-31.949,31.474,-3.215,-19.635,13.197,273.466,137.666,39.625,67.645,23.506,-1.721,-8.056
301,29/08/2019,63.723,-8.505,0.608,3.333,-30.279,35.942,-15.89,-0.186,-31.97,31.563,-3.081,-19.578,13.187,273.345,137.581,39.653,67.48,23.458,-1.798,-8.056
302,30/08/2019,63.773,-8.457,0.664,3.314,-30.06,36.014,-15.868,-0.131,-31.843,31.57,-3.127,-19.548,13.456,273.266,137.795,39.53,67.481,23.531,-1.839,-7.97
303,31/08/2019,63.818,-8.294,0.835,3.623,-29.862,36.035,-15.948,-0.088,-31.916,31.846,-3.038,-19.512,13.697,273.47,138.041,39.524,67.472,23.523,-1.973,-7.983
304,01/09/2019,63.745,-8.352,0.741,2.722,-29.157,36.074,-15.874,-0.071,-32.017,31.955,-3.307,-19.336,12.947,273.196,137.746,39.357,67.447,23.484,-2.016,-7.99
305,02/09/2019,63.738,-8.522,0.78,2.675,-29.175,36.174,-15.945,-0.053,-31.888,31.966,-3.461,-19.418,12.859,273.326,137.785,39.286,67.44,23.466,-2.093,-7.837
306,03/09/2019,63.957,-8.786,0.678,2.481,-29.179,36.008,-15.935,0.057,-32.097,32.087,-3.546,-19.34,12.721,273.133,137.865,39.154,67.705,23.394,-2.128,-7.885
307,04/09/2019,64.396,-8.908,0.604,2.083,-28.916,35.856,-16.088,-0.045,-32.265,31.945,-3.695,-19.21,12.291,272.734,137.842,38.916,68.103,23.296,-2.156,-7.98
308,05/09/2019,64.264,-9.063,0.501,2.27,-29.072,35.873,-15.94,-0.119,-32.222,31.924,-3.74,-19.265,12.68,273.037,137.863,38.889,68.173,23.459,-2.07,-7.857
309,06/09/2019,64.516,-9.012,0.54,2.329,-29.08,36.086,-15.851,-0.275,-31.95,31.78,-3.749,-19.304,12.936,273.407,137.865,38.973,68.61,23.735,-1.957,-8.093
310,07/09/2019,64.464,-9.01,0.55,2.41,-28.95,36.1,-15.781,-0.203,-31.879,31.798,-3.681,-19.004,13.334,273.45,137.747,39.001,68.68,23.944,-1.837,-8.195
311,08/09/2019,64.885,-8.79,0.582,2.489,-29.739,36.087,-15.563,-0.192,-31.917,31.748,-3.361,-19.576,13.572,273.879,137.597,38.923,69.344,24.117,-1.795,-8.152
312,09/09/2019,64.735,-8.718,0.564,2.311,-29.654,36.385,-15.292,-0.125,-31.648,31.789,-3.092,-19.333,13.216,273.792,137.441,38.909,69.168,24.206,-1.628,-8.009
313,10/09/2019,64.85,-8.750499999999999,0.5714999999999999,2.3434999999999997,-29.6095,36.448,-15.36,-0.07,-31.627,32.028999999999996,-3.0845000000000002,-19.2845,13.343,273.85,137.58,38.978,69.169,24.171,-1.597,-8.157
314,11/09/2019,64.965,-8.783,0.579,2.376,-29.565,36.465,-15.502,-0.099,-31.662,32.269,-3.077,-19.236,13.761,274.211,137.786,39.031,69.655,24.315,-1.632,-7.935
315,12/09/2019,65.329,-8.87,0.622,2.474,-29.373,36.394,-15.5,-0.665,-31.643,32.492,-3.246,-19.15,13.892,274.261,136.917,39.189,70.059,24.313,-1.632,-8.024
316,13/09/2019,65.536,-8.874,0.734,2.478,-28.847,36.051,-15.523,-0.49,-32.007,32.896,-3.33,-18.835,13.833,274.001,137.122,39.208,70.211,24.261,-1.576,-8.198
317,14/09/2019,65.525,-9.115,0.767,2.404,-28.677,36.135,-15.452,-0.344,-31.931,33.358,-3.487,-18.622,13.774,274.075,137.322,39.193,70.172,24.212,-1.674,-8.269
318,15/09/2019,65.56,-9.279,0.837,2.318,-28.416,36.444,-15.265,-0.281,-31.972,33.685,-3.598,-18.373,13.926,274.674,137.228,39.265,70.273,24.269,-1.648,-8.248
319,16/09/2019,65.508,-9.289,0.877,2.446,-28.331,36.568,-15.294,-0.21,-32.003,33.911,-3.666,-18.387,14.324,275.095,137.552,39.278,70.36,24.352,-1.707,-8.342
320,17/09/2019,65.597,-9.236,0.906,2.392,-28.35,36.583,-15.317,-0.226,-31.986,34.287,-3.659,-18.484,14.239,275.006,137.645,39.308,70.486,24.396,-1.67,-8.338
321,18/09/2019,65.858,-9.217,0.998,2.368,-28.209,36.425,-15.265,0.055,-31.887,34.588,-3.7,-18.476,14.463,274.958,137.888,39.321,70.963,24.678,-1.589,-8.372
322,19/09/2019,66.27,-9.264,0.973,2.405,-28.203,36.423,-15.19,-0.411,-31.729,34.815,-3.78,-18.534,14.509,275.094,137.339,39.219,71.53,24.987,-1.59,-8.193
323,20/09/2019,66.501,-9.127,1.038,2.505,-28.237,36.552,-14.935,-0.507,-31.744,34.726,-3.832,-18.592,14.851,275.4,137.047,39.28,71.929,25.265,-1.316,-8.108
324,21/09/2019,66.726,-9.102,0.986,2.33,-28.164,36.557,-15.099,-0.428,-31.646,34.904,-3.724,-18.471,14.743,275.407,137.253,39.347,72.28,25.356,-1.45,-8.102
325,22/09/2019,66.734,-9.12,0.883,1.949,-28.227,36.625,-15.103,-0.485,-31.566,35.114,-3.681,-18.447,14.402,275.376,137.367,39.443,72.438,25.507,-1.397,-8.112
326,23/09/2019,66.914,-9.431,0.844,2.136,-28.463,36.962,-14.858,-0.469,-31.397,35.282,-4.339,-19.315,14.942,275.956,137.545,38.617,73.024,25.93,-1.14,-7.947
327,24/09/2019,67.209,-9.137,1.014,2.296,-28.57,36.668,-14.901,-0.386,-31.641,35.236,-4.345,-19.449,14.757,275.648,137.148,38.681,73.099,25.859,-1.081,-7.594
328,25/09/2019,67.53,-8.975,1.086,2.384,-28.522,36.73,-14.879,-0.71,-31.481,35.491,-4.236,-19.311,15.044,275.886,136.874,39.125,73.545,26.059,-0.933,-7.592
329,26/09/2019,67.716,-8.778,1.041,2.382,-28.486,36.963,-14.918,-0.91,-31.363,35.882,-3.906,-19.104,15.286,276.282,136.976,39.382,73.946,26.299,-0.817,-7.619
330,27/09/2019,67.585,-8.788,1.109,2.485,-28.259,37.233,-15.08,-0.87,-31.468,35.904,-3.898,-18.975,15.29,276.87,137.405,39.403,73.708,26.165,-0.789,-7.724
331,28/09/2019,67.406,-8.86,1.133,2.699,-28.148,37.632,-14.968,-0.693,-31.491,36.0,-3.929,-18.899,15.526,277.719,137.708,39.504,73.508,26.159,-0.791,-7.818
332,29/09/2019,66.702,-9.012,1.117,3.228,-28.385,37.804,-14.959,-0.639,-31.35,36.336,-3.792,-18.813,16.45,277.796,137.848,39.552,72.93,26.249,-0.86,-7.907
333,30/09/2019,66.641,-9.152,1.136,3.344,-28.239,37.912,-15.033,-0.494,-31.368,36.418,-3.797,-18.611,16.645,278.193,138.294,39.681,73.018,26.398,-0.845,-7.946
334,01/10/2019,66.897,-9.214,1.098,3.51,-28.198,38.034,-15.092,-0.374,-31.461,36.45,-3.843,-18.682,17.278,278.744,138.745,39.697,73.503,26.534,-0.867,-7.899
335,02/10/2019,66.638,-9.091,1.176,3.558,-28.225,37.979,-15.163,-0.211,-31.406,36.608,-3.513,-18.369,17.425,278.424,139.192,40.089,73.377,26.723,-0.86,-7.934
336,03/10/2019,67.266,-8.772,1.243,3.309,-29.181,38.132,-14.996,-0.216,-31.175,37.108,-3.328,-19.172,17.295,278.71,139.072,39.817,74.083,26.796,-0.713,-7.922
337,04/10/2019,66.775,-8.825,1.242,4.224,-28.435,38.162,-14.795,0.051,-31.137,36.961,-3.592,-18.829,16.995,278.555,139.114,39.68,73.4,26.916,-0.803,-7.907
338,05/10/2019,67.096,-8.89,1.27,4.087,-28.174,38.176,-14.733,-0.012,-31.131,36.676,-3.718,-18.784,16.91,278.653,139.056,39.577,73.764,26.974,-0.783,-7.983
339,06/10/2019,67.27,-9.03,1.254,3.562,-28.217,38.179,-14.81,0.029,-30.976,36.569,-3.649,-18.628,16.251,278.524,139.115,39.631,74.034,27.077,-0.852,-7.95
340,07/10/2019,67.467,-9.136,1.15,2.944,-28.079,38.217,-14.781,-0.179,-30.901,36.68,-3.813,-18.647,17.132,278.587,138.847,39.366,74.617,27.131,-0.7,-7.992
341,08/10/2019,67.784,-9.399,0.933,3.23,-28.06,38.03,-16.1,-1.827,-30.741,36.84,-3.663,-18.299,17.796,278.782,139.518,39.593,75.131,26.643,-2.094,-8.554
342,09/10/2019,67.876,-9.491,1.108,3.427,-27.951,38.175,-15.97,-1.586,-30.678,36.868,-3.745,-18.247,17.426,278.798,139.653,39.627,74.918,26.413,-1.992,-8.712
343,10/10/2019,67.895,-9.625,1.151,3.302,-27.549,38.418,-15.826,-1.502,-30.519,36.758,-3.72,-17.847,17.412,278.874,139.449,39.671,74.83,26.478,-1.944,-8.507
344,11/10/2019,67.895,-9.686,1.087,3.332,-27.22,38.505,-15.893,-1.545,-30.516,36.593,-3.771,-17.595,17.442,278.824,139.478,39.716,74.759,26.529,-1.811,-8.252
345,12/10/2019,67.862,-9.701,1.083,3.394,-26.835,38.712,-15.616,-1.337,-30.541,36.439,-3.79,-17.323,17.497,279.251,139.275,39.818,74.709,26.62,-1.796,-8.076
346,13/10/2019,67.96,-9.738,1.093,3.256,-26.542,38.673,-15.341,-1.122,-30.539,36.355,-3.821,-17.157,17.337,279.186,139.191,39.862,74.848,26.769,-1.69,-7.994
347,14/10/2019,68.423,-9.854,1.268,2.794,-26.344,38.743,-15.084,-0.961,-30.506,36.185,-3.954,-17.104,16.913,279.218,139.075,39.898,75.279,26.773,-1.707,-7.977
348,15/10/2019,68.459,-9.674,1.305,3.023,-26.144,38.836,-15.088,-1.072,-30.362,36.174,-4.023,-17.175,16.842,279.319,139.084,39.913,75.331,27.133,-1.364,-7.764
349,16/10/2019,68.247,-9.641,1.205,2.61,-25.817,38.865,-14.969,-1.194,-30.316,36.104,-3.909,-16.959,16.209,279.229,138.882,40.018,75.185,27.285,-1.3016666666666667,-7.774
350,17/10/2019,68.215,-9.674,1.24,2.886,-25.879,38.9,-14.845,-1.06,-30.299,36.099,-3.948,-16.982,16.561,279.302,138.944,40.087,75.204,27.402,-1.2393333333333334,-7.784
351,18/10/2019,68.235,-9.595,1.31,2.994,-25.804,38.936,-14.723,-0.776,-30.299,35.987,-4.027,-17.046,16.766,279.246,139.002,40.12,75.274,27.484,-1.177,-7.794
352,19/10/2019,68.062,-9.677,1.351,3.201,-25.878,38.955,-14.709,-0.7,-30.347,35.884,-4.085,-17.091,17.063,279.484,139.096,40.208,75.235,27.645,-1.12,-7.672
353,20/10/2019,67.863,-9.73,1.354,3.518,-25.898,39.027,-14.542,-0.595,-30.342,35.968,-4.092,-17.097,17.737,279.802,139.121,40.236,75.246,27.823,-1.094,-7.624
354,21/10/2019,67.882,-9.788,1.394,3.717,-25.902,39.376,-14.592,-0.581,-30.329,36.037,-4.066,-17.006,17.976,280.222,139.261,40.243,75.315,27.874,-1.016,-7.688
355,22/10/2019,67.91,-9.791,1.423,3.793,-25.853,39.403,-14.557,-0.571,-30.26,36.17,-4.093,-16.961,18.188,280.352,139.204,40.248,75.46,28.062,-0.845,-7.715
356,23/10/2019,68.131,-9.878,1.477,3.69,-25.918,39.42,-14.362,-0.434,-30.287,36.132,-4.077,-16.929,18.317,280.382,139.22,40.222,75.778,28.038,-0.884,-7.738
357,24/10/2019,67.952,-9.879,1.451,3.503,-26.115,39.536,-14.249,-0.308,-30.242,36.106,-3.949,-16.898,18.219,280.393,139.185,40.282,75.693,28.077,-0.869,-7.754
358,25/10/2019,67.878,-10.2,1.262,2.977,-26.399,39.577,-14.401,-0.29,-30.289,36.173,-3.93,-16.786,18.83,280.415,139.223,40.314,76.046,28.097,-0.957,-7.822
359,26/10/2019,68.325,-10.183,1.136,3.677,-26.305,39.51,-15.191,-0.683,-30.463,36.414,-3.868,-16.614,19.184,280.746,139.58,40.444,76.457,28.138,-1.276,-7.456
360,27/10/2019,68.119,-9.937,1.25,3.99,-25.932,39.681,-15.0905,-0.6975,-30.433,36.323,-3.877,-16.634,19.094,280.89,139.511,40.375,75.928,27.979,-0.825,-7.436
361,28/10/2019,67.878,-9.991,1.287,3.71,-25.557,39.79,-14.99,-0.712,-30.445,36.351,-3.929,-16.4,18.695,280.769,139.172,40.304,75.588,27.946,-0.68,-7.547
362,29/10/2019,67.597,-9.96,1.252,3.8,-25.521,39.802,-14.781,-0.687,-30.408,36.56,-3.896,-16.319,18.858,280.607,138.855,40.191,75.231,28.018,-0.564,-7.571
363,30/10/2019,67.559,-10.041,1.25,3.761,-25.624,39.653,-14.703,-0.587,-30.337,36.589,-3.915,-16.321,18.729,280.471,138.773,40.075,75.076,28.13,-0.521,-7.561
364,31/10/2019,67.792,-10.062,1.331,3.8,-25.68,39.641,-14.593,-0.401,-30.192,36.823,-3.908,-16.314,18.652,280.325,138.879,40.02,75.203,28.213,-0.368,-7.505
365,01/11/2019,67.648,-9.95,1.285,3.849,-25.548,39.741,-14.529,-0.57,-30.156,36.535,-3.876,-16.336,18.602,280.414,138.663,39.946,74.988,28.275,-0.167,-7.592
366,02/11/2019,67.559,-9.844,1.356,4.147,-25.38,39.858,-14.536,-0.691,-30.037,36.603,-3.881,-16.334,18.933,280.579,138.705,39.935,74.933,28.444,0.086,-7.576
367,03/11/2019,67.965,-9.472,1.008,3.857,-27.006,40.149,-14.407,-0.778,-29.813,39.146,-3.407,-17.514,19.161,281.325,138.784,39.516,75.838,28.916,0.379,-7.373
368,04/11/2019,68.471,-9.393,1.171,4.199,-26.493,40.346,-14.192,-1.13,-29.753,38.498,-3.618,-17.411,19.305,281.742,138.303,39.553,76.215,28.963,0.543,-7.298
369,05/11/2019,68.791,-9.761,1.272,4.506,-27.136,40.33,-13.998,-1.138,-29.66,39.191,-3.907,-17.804,19.774,282.014,138.47,39.559,76.654,29.125,0.635,-7.148
370,06/11/2019,69.049,-10.445,1.328,4.648,-27.791,40.455,-13.823,-0.933,-29.517,39.5,-4.51,-18.332,20.278,282.577,138.997,39.547,77.25,29.394,0.658,-7.039
371,07/11/2019,69.112,-10.358,1.317,4.458,-27.526,40.626,-13.974,-0.955,-29.502,39.43,-4.359,-18.048,19.601,282.593,138.998,39.596,77.14,29.301,0.516,-7.13
372,08/11/2019,69.183,-9.795,0.94,3.306,-27.492,40.785,-14.029,-1.022,-29.453,39.045,-3.535,-17.644,18.632,282.573,138.757,39.734,77.387,29.311,0.547,-7.172
373,09/11/2019,69.762,-10.349,1.07,3.239,-27.606,41.131,-13.995,-1.038,-29.229,39.67,-4.092,-17.819,18.273,282.968,139.041,39.504,77.919,29.344,0.521,-7.058
374,10/11/2019,69.179,-10.142,0.892,3.114,-26.849,41.302,-13.868,-0.858,-28.951,39.034,-4.231,-17.718,17.863,282.489,139.034,39.322,77.655,29.947,0.639,-6.964
375,11/11/2019,68.658,-9.929,1.301,3.726,-26.571,41.819,-14.213,-0.736,-29.108,38.677,-4.107,-17.521,17.937,281.944,139.967,39.633,75.898,28.491,0.496,-6.795
376,12/11/2019,69.149,-10.407,1.129,4.041,-26.827,43.434,-14.252,-0.574,-28.798,38.687,-4.291,-17.614,16.977,282.422,140.04,39.559,75.202,27.009,0.288,-7.127
377,13/11/2019,64.885,-10.409,0.906,4.623,-26.627,45.443,-13.971,-0.491,-28.455,38.772,-4.258,-17.382,15.474,283.468,139.507,39.665,69.925,27.176,1.205,-6.538
378,14/11/2019,63.026,-10.489,0.973,4.403,-25.89,47.217,-13.626,-0.413,-28.188,38.559,-4.355,-16.932,14.077,284.278,138.924,39.71,67.227,26.956,1.903,-6.217
379,15/11/2019,63.74,-10.709,0.785,4.532,-26.188499999999998,47.718,-13.375,-0.127,-27.992,38.508,-4.404,-17.057,12.605,283.849,139.073,39.646,67.393,26.575,1.784,-6.39
380,16/11/2019,64.071,-10.929,0.609,4.507,-26.487,48.012,-13.262,0.12,-27.919,38.247,-4.453,-17.182,11.891,283.837,139.422,39.721,67.615,26.236,1.479,-6.904
381,17/11/2019,64.381,-11.22,0.587,4.942,-26.615,48.755,-13.309,0.01,-27.751,38.567,-4.35,-16.931,11.878,284.262,139.569,39.832,67.219,25.304,1.16,-6.916
382,18/11/2019,65.086,-10.989,0.793,4.85,-26.225,48.895,-13.238,-0.023,-27.818,38.402,-4.253,-16.742,10.464,284.329,139.525,39.87,67.343,24.743,1.045,-6.941
383,19/11/2019,65.888,-10.612,0.969,4.687,-26.417,48.656,-13.041,0.124,-27.669,38.454,-3.861,-16.715,9.816,284.387,139.56,40.08,67.873,24.492,0.754,-6.924
384,20/11/2019,66.521,-10.386,1.236,4.567,-26.247,47.932,-12.989,0.013,-27.909,38.896,-3.667,-16.518,10.122,284.328,139.518,40.251,68.637,24.561,0.685,-7.003
385,21/11/2019,66.933,-9.719,1.194,4.018,-26.216,47.386,-12.929,-0.116,-28.079,38.725,-3.016,-16.358,10.319,283.816,139.351,40.536,69.252,24.609,0.628,-6.995
386,22/11/2019,67.45,-9.772,1.311,3.627,-26.128,46.812,-12.953,-0.334,-28.201,38.765,-2.939,-16.169,10.766,283.441,139.16,40.578,70.126,24.851,0.577,-6.994
387,23/11/2019,67.827,-9.382,1.485,3.526,-25.672,46.387,-12.934,-0.25,-28.236,38.882,-2.938,-16.324,11.665,283.313,139.465,40.544,70.962,25.066,0.469,-6.994
388,24/11/2019,67.65,-9.989,1.406,3.205,-26.362,46.18,-13.146,-0.904,-28.245,38.998,-3.151,-16.578,11.709333333333333,283.1286666666667,138.806,40.612,70.76466666666667,25.137,0.504,-7.225
389,25/11/2019,67.35400000000001,-9.9,1.539,3.521,-26.076,45.973,-13.398,-1.202,-28.254,39.599,-3.203,-16.466,11.753666666666666,282.9443333333333,138.729,40.527,70.56733333333334,25.208,0.5429999999999999,-7.137499999999999
390,26/11/2019,67.058,-9.914,1.672,3.769,-25.508,45.766,-13.262,-0.368,-28.263,39.622,-3.356,-16.153,11.798,282.76,139.094,40.678,70.37,25.279,0.582,-7.05
391,27/11/2019,67.587,-9.627,1.831,3.675,-25.031,44.783,-13.178,-0.432,-28.298,39.663,-3.468,-16.107,13.063,282.423,138.916,40.59,71.895,26.257,0.601,-7.153
392,28/11/2019,67.87,-9.815,1.943,4.09,-24.146,43.846,-13.185,-0.405,-28.049,40.232,-3.955,-15.947,14.676,282.058,139.231,40.326,73.397,27.612,0.689,-7.03
393,29/11/2019,68.397,-9.752,2.041,4.284,-23.939,43.153,-13.165,-0.533,-27.896,40.123,-4.334,-16.284,16.179,282.008,139.16,39.971,74.892,28.526,0.751,-6.995
394,30/11/2019,68.927,-9.828,2.107,4.383,-23.838,42.68,-13.085,-0.668,-27.922,40.279,-4.537,-16.319,17.237,282.337,139.074,40.094,76.192,29.137,0.705,-7.022
395,01/12/2019,69.27,-9.79,2.189,4.424,-23.787,42.067,-13.03,-0.594,-27.988,40.467,-4.501,-16.235,17.987,282.249,139.163,40.236,77.012,29.566,0.669,-6.974
396,02/12/2019,69.763,-9.383,2.228,4.197,-24.17,41.382,-12.959,-0.478,-28.172,40.173,-4.042,-16.275,18.629,282.175,139.236,40.458,78.023,30.04,0.748,-7.08
397,03/12/2019,69.86,-9.488,2.174,4.189,-24.228,40.577,-12.874,-0.331,-28.467,40.259,-4.029,-16.196,19.394,282.067,139.304,40.603,78.661,30.515,0.724,-7.025
398,04/12/2019,69.886,-9.599,2.041,3.864,-24.463,40.211,-12.744,-0.167,-28.686,40.416,-3.997,-16.259,19.762,282.088,139.397,40.703,79.116,30.683,0.564,-7.36
399,05/12/2019,69.621,-9.645,2.03,3.824,-24.411,40.175,-12.707,-0.157,-28.893,40.278,-4.042,-16.217,20.333,282.253,139.499,40.76,79.057,30.748,0.573,-7.454
400,06/12/2019,69.617,-9.772,2.08,3.975,-24.244,40.119,-12.788,-0.199,-28.923,40.561,-4.025,-15.972,20.702,282.301,139.534,40.748,79.035,30.818,0.63,-7.347
401,07/12/2019,69.679,-9.67,2.138,4.229,-24.23,40.002,-12.776,-0.202,-28.932,40.335,-3.996,-16.024,20.83,282.309,139.537,40.847,79.02,30.786,0.613,-7.361
402,08/12/2019,70.111,-9.633,2.193,4.349,-24.66,39.824,-12.703,-0.351,-28.957,40.659,-3.995,-16.241,21.018,282.322,139.249,40.893,79.472,30.85,0.69,-7.256
403,09/12/2019,70.038,-9.656,2.184,4.504,-24.571,39.7,-12.673,-0.223,-28.961,40.758,-3.949,-16.1,20.664,282.229,139.319,40.943,79.184,30.857,0.712,-7.091
404,10/12/2019,70.089,-9.682,2.231,4.823,-24.612,39.802,-12.583,-0.175,-28.854,40.758,-3.904,-16.088,20.655,282.3,139.412,40.866,79.065,30.813,0.761,-7.075
405,11/12/2019,69.244,-10.236,1.58,4.152,-24.569,39.358,-12.42,0.575,-28.789,40.832,-4.109,-16.018,20.397,281.646,139.509,41.103,78.423,30.01,-0.161,-7.116
406,12/12/2019,70.068,-8.695,1.575,4.843,-22.693,39.567,-12.367,0.044,-28.735,40.305,-4.506,-16.159,19.802,281.676,138.855,41.201,78.327,30.036,-0.115,-7.098
407,13/12/2019,71.093,-7.861,1.693,5.471,-21.678,39.943,-12.164,0.412,-28.396,40.401,-5.337,-16.957,19.943,282.07,139.289,40.499,79.165,30.81,0.373,-7.017
408,14/12/2019,69.865,-8.106,1.944,6.063,-21.977,40.12,-12.484,-0.193,-27.994,40.405,-5.525,-17.159,20.723,281.344,138.765,40.301,78.222,31.418,0.838,-6.634
409,15/12/2019,69.486,-8.349,2.019,5.995,-22.315,40.439,-12.303,-0.128,-27.956,40.609,-5.323,-17.003,20.269,281.309,138.515,40.402,77.661,31.339,1.034,-6.573
410,16/12/2019,69.422,-8.432,2.0244999999999997,5.9185,-22.5935,40.396,-12.256,-0.012,-28.177,40.73,-5.2095,-16.9935,20.164,281.466,138.671,40.524,77.998,31.573,1.229,-6.737
411,17/12/2019,69.358,-8.515,2.03,5.842,-22.872,40.337,-12.457,0.035,-28.307,40.698,-5.096,-16.984,20.133,281.423,138.964,40.643,77.833,31.303,1.21,-6.917
412,18/12/2019,69.871,-8.831,1.717,4.882,-23.33,40.129,-13.052,-0.137,-28.725,41.162,-5.0,-16.937,20.117,281.303,139.294,40.539,78.371,30.779,1.039,-6.973
413,19/12/2019,69.5755,-8.8955,1.7275,4.7345,-23.417499999999997,40.977,-13.254,-0.233,-29.042,41.662,-4.8309999999999995,-16.7455,18.266,283.221,139.134,40.793,79.071,30.384,1.009,-7.173
414,20/12/2019,69.28,-8.96,1.738,4.587,-23.505,42.108,-13.439,-0.515,-29.14,41.62,-4.662,-16.554,18.822,284.692,139.09,40.913,78.032,29.587,1.071,-7.173
415,21/12/2019,69.128,-10.114,1.879,5.036,-23.837,42.405,-13.155,-0.116,-29.552,41.813,-5.92,-17.205,19.934,286.8,139.482,40.05,77.648,29.22,1.328,-6.997
416,22/12/2019,67.644,-10.206,2.112,5.972,-23.061,44.718,-13.436,-0.139,-29.469,42.172,-5.607,-16.125,17.65,288.003,139.893,40.24,73.69,27.491,1.731,-6.606
417,23/12/2019,67.14266666666667,-10.03,2.1213333333333333,6.475,-23.489,45.179500000000004,-13.4605,-0.34950000000000003,-29.294,42.459,-5.606,-16.4,16.039,288.578,139.566,40.064,72.60233333333333,27.008,1.744,-6.5263333333333335
418,24/12/2019,66.64133333333334,-10.238,2.130666666666667,6.807,-24.014,45.641,-13.485,-0.56,-29.214,42.654,-5.538,-16.642,14.364,289.153,139.239,40.041,71.51466666666667,26.525000000000002,1.7570000000000001,-6.446666666666666
419,25/12/2019,66.14,-10.452,2.14,6.760666666666667,-23.911666666666665,46.916,-13.425,-0.554,-29.571,42.801,-5.451,-16.491,14.644333333333334,288.4376666666667,139.11833333333334,40.053666666666665,70.427,26.042,1.77,-6.367
420,26/12/2019,65.391,-10.348,2.301,6.714333333333333,-23.809333333333335,46.769,-13.151,-0.523,-29.306,43.278,-5.144,-16.34,14.924666666666667,287.7223333333333,138.99766666666667,40.06633333333333,69.227,26.074,2.036,-6.224
421,27/12/2019,65.269,-10.264,2.375,6.668,-23.707,45.51,-12.864,-0.303,-28.977,43.632,-4.966,-16.189,15.205,287.007,138.877,40.079,69.834,27.218,2.168,-6.097
422,28/12/2019,64.89,-10.275,2.205,6.678,-23.373,44.334,-12.744,-0.409,-28.723,43.862,-4.907,-15.822,16.591,285.229,138.564,40.149,70.598,28.614,2.172,-6.132
423,29/12/2019,64.655,-10.275,1.974,6.483,-23.295,43.092,-13.114,-0.619,-28.392,44.103,-4.915,-15.784,17.374,283.43,138.661,40.085,71.414,30.021,2.202,-6.316
424,30/12/2019,64.641,-10.268,2.149,6.353,-23.312,42.206,-12.892,-0.417,-28.215,44.47,-4.803,-15.693,17.99,281.998,138.89,40.215,71.855,30.762,2.535,-6.327
425,31/12/2019,64.675,-10.166,2.181,6.2315000000000005,-23.2515,41.323,-12.926,-0.44,-27.954,44.715,-4.601,-15.586500000000001,18.167499999999997,281.4235,138.95,40.242000000000004,72.441,31.527,2.594,-6.649
426,01/01/2020,65.234,-10.13,2.243,6.11,-23.191,40.592,-12.844,-0.545,-27.716,45.093,-4.427,-15.48,18.345,280.849,139.01,40.269,73.39,31.874,2.333,-6.704
427,02/01/2020,65.8,-9.962,2.333,5.864,-22.953,39.716,-13.022,-0.582,-27.753,45.257,-4.258,-15.207,19.055,279.872,139.096,40.323,74.355,32.056,1.959,-6.738
428,03/01/2020,66.277,-9.931,2.427,5.545,-22.766,39.272,-12.958,-0.412,-27.792,45.384,-4.168,-14.956,19.853,279.225,139.118,40.411,75.131,31.996,1.644,-6.775
429,04/01/2020,66.681,-9.839,2.412,5.45,-22.774,39.099,-12.789,-0.337,-27.847,45.502,-4.113,-14.981,20.378,279.095,139.062,40.533,75.726,31.951,1.555,-6.77
430,05/01/2020,66.985,-9.654,2.335,5.719,-22.533,39.096,-12.877,-0.973,-28.069,45.293,-4.18,-15.021,20.418,279.273,138.339,40.516,76.013,31.857,1.358,-6.86
431,06/01/2020,67.407,-9.615,2.318,5.889,-22.605,39.081,-13.223,-1.282,-28.092,45.282,-4.101,-15.006,20.254,279.403,138.663,40.732,76.435,31.815,1.179,-6.81
432,07/01/2020,68.032,-9.72,2.32,5.746,-22.725,38.835,-13.28,-1.003,-28.106,45.416,-4.013,-14.988,20.554,279.472,139.083,40.823,77.16,31.811,1.001,-6.878
433,08/01/2020,68.515,-9.724,2.328,5.668,-22.767,38.986,-13.08,-0.694,-28.139,45.502,-3.984,-15.032,20.525,279.734,139.36,40.941,77.508,31.627,0.991,-6.838
434,09/01/2020,68.913,-9.67,2.362,5.551,-22.857,39.138,-12.801,-0.4,-28.12,45.541,-3.966,-15.15,20.516,280.068,139.546,41.043,77.798,31.503,0.99,-6.791
435,10/01/2020,69.391,-9.678,2.409,5.382,-22.918,39.244,-12.635,-0.14,-28.108,45.496,-3.961,-15.206,20.357,280.285,139.791,41.147,78.159,31.35,0.967,-6.721
436,11/01/2020,69.618,-9.662,2.435,5.39,-22.951,39.287,-12.556,-0.007,-28.182,45.544,-3.942,-15.26,20.285,280.419,140.019,41.257,78.297,31.193,0.992,-6.761
