,day,edam_ecne_eplu,edam_ecor_emcn,edam_emsg_eplu,edam_epdn_ecne,edam_epdn_emcn,eint_ecpn_emgl,eint_esln_emgl,eint_esln_espc,emeg_ecpn_emgl,emfn_ecor_ecri,emfn_ecor_emcn,emfn_emcn_epdn,epdn_ecne_ecpn,epdn_eint_ecpn,epdn_eint_espc,epdn_emfn_espc,eplu_ecne_ecpn,eplu_emeg_ecpn,eplu_emeg_emal,eplu_emsg_emal
437,12/01/2020,69.825,-9.608,2.437,5.385,-22.946,39.393,-12.391,0.239,-28.248,45.518,-3.936,-15.329,20.185,280.637,140.21,41.324,78.385,31.094,1.097,-6.726
438,13/01/2020,70.057,-9.616,2.431,5.356,-22.75,39.483,-12.319,0.382,-28.295,45.609,-3.991,-15.285,20.116,280.832,140.38,41.387,78.544,31.044,1.199,-6.733
439,14/01/2020,70.228,-9.637,2.428,5.312,-22.686999999999998,39.525,-12.239,0.558,-28.34,45.518,-4.01,-15.2395,19.977,280.895,140.552,41.429,78.636,31.022,1.292,-6.722
440,15/01/2020,70.305,-9.658,2.451,5.197,-22.624,39.611,-12.106,0.719,-28.272,45.522,-4.029,-15.194,19.823,280.915,140.631,41.48,78.673,31.015,1.304,-6.696
441,16/01/2020,70.343,-9.723,2.446,5.34,-22.499,39.654,-12.021,0.819,-28.294,45.514,-4.085,-15.107,19.974,281.039,140.595,41.461,78.595,30.933,1.316,-6.663
442,17/01/2020,70.323,-9.7425,2.478,5.307,-22.279,39.806,-11.955,0.889,-28.203,45.483000000000004,-4.1175,-15.005,19.752,280.96,140.562,41.442,78.491,30.97,1.46,-6.597
443,18/01/2020,70.317,-9.762,2.423,5.135,-22.034,39.892,-11.922,0.79,-28.178,45.452,-4.15,-14.89,19.371,280.99,140.359,41.531,78.452,30.935,1.547,-6.484
444,19/01/2020,70.473,-9.706,2.453,5.39,-21.922,39.948,-11.955,0.588,-28.196,45.45,-4.252,-14.986,19.671,281.214,140.192,41.456,78.599,30.985,1.633,-6.47
445,20/01/2020,70.385,-9.286,2.287,5.446,-21.299,40.065,-12.308,0.356,-28.241,44.726,-3.769,-14.646,19.614,281.401,140.172,41.395,78.459,30.89,1.555,-6.544
446,21/01/2020,70.298,-9.339,2.237,5.601,-21.621,40.258,-12.631,0.177,-28.269,44.881,-3.752,-14.824,19.774,281.625,140.318,41.399,78.404,30.87,1.604,-6.54
447,22/01/2020,70.273,-9.387,2.289,5.595,-21.727,40.35,-12.793,0.156,-28.238,45.022,-3.84,-14.914,19.805,281.661,140.524,41.397,78.347,30.841,1.705,-6.548
448,23/01/2020,70.172,-9.432,2.334,5.692,-21.864,40.444,-12.732,0.28,-28.181,45.125,-3.884,-14.962,19.966,281.689,140.68,41.419,78.255,30.835,1.741,-6.596
449,24/01/2020,70.124,-9.222,2.295,5.51,-22.504,40.481,-12.587,0.413,-28.169,45.483,-3.582,-15.237,19.996,281.692,140.72,41.376,78.307,30.887,1.792,-6.592
450,25/01/2020,70.073,-9.983,2.314,5.329,-21.907,40.516,-12.462,0.623,-28.158,48.004,-4.229,-14.977,20.096,281.837,140.909,41.08,78.397,30.932,1.719,-6.593
451,26/01/2020,70.219,-10.235,2.387,5.584,-22.141,40.61,-12.33,0.632,-28.08,48.697,-4.546,-15.195,20.368,282.042,140.915,41.097,78.57,30.96,1.771,-6.581
452,27/01/2020,70.379,-10.099,2.401,5.837,-22.011,40.593,-12.308,0.463,-28.038,47.868,-4.554,-15.106,20.128,281.992,140.685,41.324,78.629,31.051,1.845,-6.581
453,28/01/2020,70.341,-9.931,2.532,5.828,-21.859,40.618,-12.178,0.19,-27.832,47.187,-4.611,-15.104,20.119,281.875,140.429,41.371,78.612,31.263,2.08,-6.486
454,29/01/2020,70.465,-10.001,2.524,6.164,-21.763,40.685,-12.225,-0.048,-27.776,46.419,-5.275,-15.69,20.539,282.116,140.338,40.864,78.83,31.361,1.977,-6.428
455,30/01/2020,70.413,-10.038,2.49,6.063,-21.876,40.64,-12.166,-0.092,-27.855,46.224,-5.217,-15.644,20.594,282.112,140.215,40.96,78.857,31.411,1.918,-6.551
456,31/01/2020,70.384,-10.094,2.489,5.783,-21.967,40.601,-12.173,0.082,-27.845,46.098,-5.092,-15.475,20.353,281.861,140.421,41.001,78.793,31.424,1.986,-6.556
457,01/02/2020,70.154,-10.123,2.542,5.699,-22.358,40.634,-12.22,0.143,-27.817,46.182,-4.765,-15.38,20.2,281.81,140.519,41.109,78.554,31.456,1.956,-6.489
458,02/02/2020,70.09,-10.039,2.608,5.635,-22.3,40.476,-12.12,0.384,-27.842,46.224,-4.641,-15.259,20.125,281.577,140.6,41.155,78.455,31.443,1.976,-6.516
459,03/02/2020,70.136,-9.825,2.682,5.722,-22.186,40.173,-12.051,0.677,-27.796,46.111,-4.616,-15.292,20.217,281.335,140.539,41.132,78.457,31.492,2.018,-6.485
460,04/02/2020,70.076,-9.757,2.634,5.898,-21.773,40.172,-12.045,0.659,-27.835,45.892,-4.752,-15.143,20.502,281.458,140.499,41.107,78.481,31.542,1.947,-6.472
461,05/02/2020,69.231,-9.538,2.555,6.427,-21.526,40.371,-11.761,0.637,-27.88,45.796,-4.783,-15.165,19.978,281.138,139.891,41.232,77.141,31.098,1.597,-6.245
462,06/02/2020,68.592,-9.334,2.54,7.014,-21.409,40.538,-11.951,0.478,-27.748,45.734,-4.773,-15.247,19.644,280.779,139.692,41.131,76.036,30.835,1.579,-6.18
463,07/02/2020,67.989,-9.379,2.591,7.184,-21.309,40.389,-11.759,0.865,-27.808,45.824,-4.706,-15.017,19.099,280.378,139.642,41.086,75.2,30.932,1.72,-6.087
464,08/02/2020,67.77,-9.49,2.628,6.725,-21.466,40.322,-11.73,1.026,-27.814,45.955,-4.491,-14.775,18.963,280.146,139.811,41.148,75.16,31.046,1.834,-6.06
465,09/02/2020,68.139,-9.621,2.639,6.342,-22.127,40.407,-11.708,0.916,-27.84,46.074,-4.068,-14.63,19.011,280.286,139.835,41.3,75.681,31.077,1.864,-6.116
466,10/02/2020,68.58,-9.843,2.584,6.045,-22.41,40.257,-11.625,0.45,-27.692,45.941,-3.978,-14.485,18.868,280.01,139.443,41.252,76.184,31.131,1.836,-6.194
467,11/02/2020,69.087,-9.76,2.695,6.09,-22.941,39.883,-11.821,0.166,-27.721,45.295,-4.432,-15.383,18.963,279.785,139.181,40.621,76.635,31.052,1.982,-6.159
468,12/02/2020,69.516,-9.809,2.776,6.173,-23.158,39.997,-11.78,0.142,-27.862,45.029,-4.543,-15.591,19.199,280.095,139.366,40.412,77.064,31.034,2.111,-6.109
469,13/02/2020,69.555,-9.996,2.724,5.458,-23.677,40.114,-11.762,0.18,-27.867,45.453,-4.054,-15.257,18.787,280.084,139.495,40.687,77.233,31.066,2.156,-6.165
470,14/02/2020,69.903,-10.024,2.694,5.671,-23.703,40.343,-11.788,-0.179,-27.757,45.631,-4.171,-15.445,19.21,280.655,139.232,40.543,77.75,31.174,2.105,-6.332
471,15/02/2020,70.097,-10.141,2.708,5.644,-23.987,40.337,-11.892,0.111,-27.726,45.846,-3.888,-15.242,19.279,280.779,139.632,40.757,78.035,31.221,2.07,-6.394
472,16/02/2020,70.247,-10.224,2.738,5.632,-24.198,40.404,-11.848,0.244,-27.717,46.04,-3.643,-15.04,19.394,280.92,139.937,40.958,78.187,31.188,2.075,-6.442
473,17/02/2020,70.353,-10.289,2.786,5.642,-24.419,40.496,-11.875,0.301,-27.699,46.246,-3.423,-14.908,19.536,281.132,140.216,41.118,78.32,31.194,2.121,-6.441
474,18/02/2020,70.465,-10.393,2.816,5.436,-24.572,40.419,-11.966,0.443,-27.738,46.386,-3.189,-14.669,19.512,281.062,140.494,41.296,78.501,31.256,2.18,-6.383
475,19/02/2020,70.553,-10.42,2.763,5.279,-24.78,40.423,-11.903,0.509,-27.767,46.392,-3.137,-14.776,19.392,281.052,140.563,41.339,78.612,31.252,2.25,-6.414
476,20/02/2020,70.594,-10.59,2.614,5.153,-24.812,40.525,-11.736,0.913,-27.654,46.374,-3.072,-14.722,19.469,281.354,140.595,41.482,78.871,31.287,1.736,-6.554
477,21/02/2020,70.73,-10.708,2.664,5.156,-24.942,40.087,-11.652,1.39,-27.68,46.564,-2.924,-14.546,19.675,281.162,140.828,41.584,79.1,31.411,1.815,-6.58
478,22/02/2020,70.77,-10.794,2.711,5.185,-24.847,40.073,-11.677,1.553,-27.671,46.715,-2.891,-14.379,19.78,281.243,141.152,41.689,79.207,31.46,1.914,-6.602
479,23/02/2020,70.975,-10.641,2.873,5.401,-24.711,39.899,-11.475,1.898,-27.528,46.813,-2.79,-14.21,19.949,281.208,141.325,41.741,79.282,31.447,1.934,-6.512
480,24/02/2020,71.039,-10.622,2.855,5.306,-24.78,39.566,-11.66,2.291,-27.459,46.86,-2.677,-14.165,20.002,280.926,141.737,41.843,79.488,31.612,1.896,-6.53
481,25/02/2020,71.135,-10.402,2.888,5.135,-25.14,39.78,-11.64,2.059,-27.414,46.882,-2.363,-14.281,19.918,281.084,141.667,41.81,79.612,31.66,2.04,-6.45
482,26/02/2020,71.254,-10.479,2.977,5.564,-24.594,40.064,-11.612,1.963,-27.338,45.814,-3.025,-14.651,20.196,281.583,141.907,41.19,79.722,31.765,2.127,-6.311
483,27/02/2020,71.002,-10.449,3.009,5.661,-24.481,40.276,-11.464,1.692,-27.33,45.957,-3.155,-14.766,20.12,281.702,141.426,41.089,79.429,31.821,2.132,-6.138
484,28/02/2020,70.324,-10.547,3.0,5.91,-24.198,40.571,-11.492,1.302,-27.366,45.666,-3.467,-14.875,19.989,281.83,141.039,40.879,78.835,31.959,2.145,-6.226
485,29/02/2020,70.437,-10.494,3.007,5.809,-24.386,40.645,-11.455,1.032,-27.392,46.094,-3.216,-14.731,19.978,281.948,140.852,41.122,78.949,31.933,2.255,-6.285
486,01/03/2020,70.851,-10.615,2.977,5.825,-24.576,40.821,-11.217,1.027,-27.258,46.457,-3.688,-15.285,20.325,282.31,140.759,40.738,79.51,32.065,2.413,-6.179
487,02/03/2020,71.208,-11.031,3.108,5.672,-24.919,40.983,-11.039,1.165,-27.196,47.391,-4.004,-15.369,20.436,282.561,140.978,40.527,79.864,32.178,2.589,-6.094
488,03/03/2020,71.353,-11.129,3.054,6.166,-24.633,41.415,-11.074,0.985,-27.152,48.141,-4.029,-15.02,20.129,282.89,140.774,40.518,79.728,32.161,2.539,-6.109
489,04/03/2020,71.165,-10.889,2.979,6.005,-24.321,41.704,-10.904,1.448,-26.841,47.942,-3.716,-14.609,19.038,282.077,140.501,40.704,79.115,32.009,2.581,-6.132
490,05/03/2020,70.925,-10.853,2.822,5.964,-24.103,42.155,-10.858,0.926,-26.671,47.733,-3.692,-14.514,18.598,282.01,139.667,40.664,78.752,31.948,2.512,-6.248
491,06/03/2020,71.37,-11.008,2.865,6.445,-22.963,42.393,-10.752,1.077,-26.632,46.37,-4.399,-14.318,18.629,282.255,139.891,40.252,78.903,31.836,2.482,-6.069
492,07/03/2020,71.32,-10.886,2.739,6.345,-23.329,42.542,-10.932,1.011,-26.544,46.361,-3.91,-14.084,18.128,281.994,139.876,40.363,78.742,31.808,2.517,-6.1
493,08/03/2020,71.12,-10.723,2.712,6.48,-23.14,42.743,-11.097,0.976,-26.478,46.625,-3.591,-13.744,18.103,281.788,139.83,40.407,78.325,31.626,2.557,-6.111
494,09/03/2020,70.94,-10.566,2.696,6.27,-22.623,42.688,-11.145,0.938,-26.52,46.696,-3.379,-13.323,18.209,281.58,139.691,40.482,78.155,31.546,2.621,-6.077
495,10/03/2020,70.949,-10.439,2.755,6.17,-22.636,42.422,-11.164,0.972,-26.769,46.757,-3.204,-13.253,18.766,281.618,139.847,40.663,78.271,31.46,2.547,-6.054
496,11/03/2020,71.091,-10.539,2.796,6.071,-22.649,41.9,-11.221,0.925,-26.892,46.928,-3.083,-13.106,19.134,281.484,140.192,40.885,78.601,31.499,2.46,-6.242
497,12/03/2020,71.135,-10.656,2.799,5.851,-22.801,41.583,-11.196,1.139,-26.83,46.939,-3.007,-13.074,19.354,281.377,140.402,41.134,78.756,31.415,2.347,-6.476
498,13/03/2020,71.142,-10.625,2.863,5.447,-22.905,41.317,-11.138,1.278,-26.943,47.071,-2.852,-12.994,19.271,281.173,140.588,41.384,78.88,31.488,2.422,-6.346
499,14/03/2020,71.267,-10.001,2.883,5.219,-23.492,41.173,-11.09,1.196,-27.035,47.065,-2.263,-13.337,19.428,281.266,140.656,41.558,79.147,31.577,2.478,-6.278
500,15/03/2020,71.412,-9.793,2.932,5.061,-23.811,40.997,-11.138,1.216,-27.058,47.159,-2.133,-13.617,19.415,281.226,140.844,41.665,79.35,31.677,2.58,-6.104
501,16/03/2020,71.357,-9.836,3.017,5.085,-23.876,40.881,-11.096,1.317,-27.163,47.274,-2.183,-13.65,19.557,281.253,140.982,41.789,79.307,31.66,2.615,-6.074
502,17/03/2020,71.33,-9.812,3.039,5.154,-23.819,40.807,-11.086,1.354,-27.214,47.343,-2.224,-13.701,19.696,281.301,141.103,41.868,79.298,31.656,2.61,-6.079
503,18/03/2020,71.252,-9.804,3.077,5.241,-23.738,40.784,-11.088,1.365,-27.265,47.385,-2.279,-13.717,19.784,281.335,141.217,41.965,79.232,31.692,2.723,-6.019
504,19/03/2020,71.263,-9.812,3.096,5.307,-23.682,40.829,-11.006,1.464,-27.184,47.342,-2.341,-13.751,19.884,281.494,141.22,41.97,79.268,31.723,2.748,-6.016
505,20/03/2020,71.338,-9.79,3.172,5.247,-23.595,40.719,-10.974,1.52,-27.244,47.294,-2.385,-13.756,19.886,281.448,141.293,42.015,79.298,31.637,2.699,-5.926
506,21/03/2020,71.084,-9.71,3.189,5.312,-23.589,40.781,-10.935,1.58,-27.224,47.364,-2.442,-13.89,20.101,281.607,141.363,42.046,79.038,31.642,2.755,-5.945
507,22/03/2020,70.789,-9.703,3.207,5.729,-23.704,40.855,-11.096,1.494,-27.219,47.289,-2.4,-13.93,20.86,281.818,141.413,41.889,78.803,31.674,2.893,-5.956
508,23/03/2020,70.536,-9.714,3.134,5.615,-23.557,40.904,-11.197,1.318,-27.118,47.42,-2.299,-13.574,20.171,281.377,140.947,41.964,78.295,31.705,3.062,-5.908
509,24/03/2020,70.401,-9.543,3.007,5.876,-23.057,41.022,-11.01,1.498,-27.028,47.393,-2.488,-13.677,19.876,281.227,141.063,41.296,77.915,31.653,3.066,-5.912
510,25/03/2020,70.339,-9.388,2.883,6.088,-22.468,40.842,-10.927,2.2,-27.292,48.085,-2.188,-13.159,19.478,281.129,142.195,40.77,77.666,31.549,2.839,-5.989
511,26/03/2020,70.136,-9.495,2.881,5.852,-22.754,40.782,-10.768,2.183,-27.422,48.2,-1.999,-13.044,18.591,280.93,141.337,40.796,77.234,31.237,2.785,-6.018
512,27/03/2020,70.029,-9.499,2.926,5.486,-22.251,40.735,-10.355,2.218,-27.117,47.863,-2.002,-12.559,17.751,280.434,140.699,40.983,76.992,31.215,2.409,-5.861
513,28/03/2020,69.764,-9.515,2.887,5.611,-21.797,40.919,-10.264,2.222,-27.332,48.08,-2.296,-12.526,17.402,280.595,140.415,40.784,76.378,30.964,2.651,-5.719
514,29/03/2020,69.774,-9.583,2.904,5.12,-21.509,40.956,-10.363,2.173,-27.404,47.922,-2.374,-12.292,17.044,280.311,140.277,40.895,76.303,30.802,2.719,-5.679
515,30/03/2020,69.931,-9.752,2.998,4.892,-21.353,40.892,-10.708,1.935,-27.507,47.868,-2.427,-12.042,17.515,280.278,140.217,40.984,76.623,30.777,2.766,-5.681
516,31/03/2020,70.151,-9.719,3.069,4.688,-21.676,40.843,-10.774,1.781,-27.438,47.835,-2.299,-12.12,17.934,280.18,140.095,41.131,77.064,30.859,2.791,-5.628
517,01/04/2020,70.507,-9.87,3.127,5.397,-21.368,41.039,-10.721,1.821,-27.341,47.126,-3.098,-12.696,18.577,280.757,140.257,40.484,77.516,31.098,2.841,-5.59
518,02/04/2020,70.38,-10.033,3.182,5.934,-21.809,41.387,-10.758,1.756,-27.188,47.536,-3.504,-13.299,18.986,281.088,140.446,40.03,77.458,31.25,3.046,-5.517
519,03/04/2020,70.172,-10.145,3.235,6.02,-21.871,41.414,-10.835,1.673,-27.194,47.594,-3.46,-13.209,19.03,281.149,140.407,40.26,77.226,31.223,3.13,-5.471
520,04/04/2020,70.421,-10.358,3.298,5.968,-21.947,41.322,-10.922,1.653,-27.221,47.686,-3.419,-13.049,19.126,281.178,140.439,40.476,77.449,31.098,2.939,-5.47
521,05/04/2020,70.659,-10.418,3.273,5.818,-22.157,41.47,-10.891,1.468,-27.181,47.651,-3.37,-13.145,19.142,281.436,140.379,40.749,77.821,31.118,2.849,-5.514
522,06/04/2020,70.776,-10.463,3.299,5.707,-22.315,41.489,-11.025,1.31,-27.102,47.673,-3.264,-13.141,19.298,281.456,140.394,40.992,77.984,31.128,2.931,-5.541
523,07/04/2020,70.825,-10.465,3.306,5.655,-22.5,41.448,-11.055,1.127,-27.156,47.676,-3.2,-13.23,19.407,281.489,140.342,41.204,78.092,31.139,2.985,-5.542
524,08/04/2020,70.92,-10.442,3.331,5.573,-22.592,41.504,-10.95,1.138,-27.043,47.791,-3.114,-13.252,19.345,281.518,140.345,41.448,78.229,31.185,3.12,-5.509
525,09/04/2020,71.05,-10.461,3.306,5.509,-22.687,41.399,-10.925,1.186,-27.126,47.768,-3.046,-13.249,19.347,281.516,140.507,41.673,78.453,31.217,3.113,-5.581
526,10/04/2020,71.298,-10.417,3.313,5.363,-22.812,41.422,-10.928,1.244,-27.101,47.788,-2.997,-13.349,19.284,281.579,140.726,41.835,78.797,31.263,3.051,-5.655
527,11/04/2020,71.407,-10.418,3.304,5.272,-22.951,41.441,-10.928,1.255,-27.21,47.897,-2.94,-13.407,19.231,281.631,140.907,41.962,78.987,31.294,3.052,-5.636
528,12/04/2020,71.421,-10.442,3.31,5.172,-23.003,41.504,-11.007,1.219,-27.139,47.911,-2.968,-13.45,19.205,281.704,140.945,42.044,79.086,31.39,3.099,-5.522
529,13/04/2020,71.514,-10.312,3.271,5.162,-23.108,41.573,-10.864,1.288,-27.068,47.684,-2.985,-13.698,19.461,282.022,140.82,41.994,79.395,31.598,3.126,-5.61
530,14/04/2020,71.665,-10.368,3.294,5.499,-22.858,41.748,-10.686,1.43,-26.969,46.807,-3.543,-14.09,20.006,282.458,141.125,41.68,79.75,31.873,3.121,-5.519
531,15/04/2020,71.845,-10.339,3.293,5.632,-22.647,41.752,-10.691,1.084,-26.926,46.771,-3.711,-14.125,20.193,282.626,140.754,41.612,79.989,32.003,3.112,-5.393
532,16/04/2020,71.796,-10.375,3.298,5.567,-22.794,41.628,-10.755,1.06,-26.951,47.091,-3.56,-14.093,20.03,282.46,140.97,41.674,79.868,31.981,3.155,-5.327
533,17/04/2020,71.915,-10.075,3.313,5.587,-22.866,41.57,-10.691,1.176,-26.911,47.277,-3.334,-14.2,20.042,282.412,140.972,41.735,79.964,32.04,3.165,-5.252
534,18/04/2020,71.89,-9.938,3.338,5.573,-22.945,41.662,-10.853,1.153,-26.863,47.376,-3.114,-14.124,19.798,282.395,141.287,41.818,79.784,32.003,3.183,-5.098
535,19/04/2020,71.887,-10.042,3.381,5.325,-22.811,41.576,-10.894,1.193,-26.841,47.73,-3.06,-13.852,19.427,282.208,141.315,41.965,79.692,31.981,3.212,-5.166
536,20/04/2020,71.186,-10.646,2.957,4.939,-23.686,41.546,-10.74,1.424,-27.015,47.71,-2.904,-13.885,19.622,282.172,141.392,42.089,79.506,31.889,2.696,-5.941
537,21/04/2020,71.536,-10.27,2.954,4.489,-23.991,41.514,-10.656,1.054,-26.925,48.29,-2.371,-13.764,18.652,281.847,140.824,42.352,79.608,31.984,2.805,-5.834
538,22/04/2020,71.521,-10.071,2.803,4.371,-24.719,41.759,-10.515,1.079,-26.818,49.022,-2.042,-14.024,18.204,281.868,140.672,42.263,79.458,31.99,2.964,-5.738
539,23/04/2020,71.265,-10.209,2.867,4.267,-24.308,41.965,-10.814,0.973,-26.598,48.945,-2.037,-13.587,18.058,281.469,140.649,42.234,79.008,31.889,3.044,-5.65
540,24/04/2020,71.319,-10.247,2.934,4.235,-24.137,42.103,-11.21,0.831,-26.316,48.867,-1.981,-13.291,17.836,281.166,140.653,42.224,78.828,31.857,3.041,-5.464
541,25/04/2020,71.305,-10.146,3.054,4.449,-23.93,41.954,-11.314,0.889,-26.396,49.023,-1.98,-13.263,17.954,280.999,140.8,42.237,78.643,31.663,3.04,-5.421
542,26/04/2020,71.574,-10.135,3.076,4.319,-23.69,41.91,-11.325,0.78,-26.459,48.977,-1.937,-13.096,17.62,280.962,140.579,42.18,78.785,31.633,3.118,-5.433
543,27/04/2020,71.961,-9.847,3.091,3.941,-24.099,41.849,-11.207,0.579,-26.484,49.039,-1.559,-13.176,17.07,280.695,140.004,42.131,79.025,31.636,3.148,-5.255
544,28/04/2020,72.435,-10.062,3.222,4.452,-23.95,41.742,-11.042,0.352,-26.374,49.091,-2.107,-13.479,17.614,280.95,139.708,41.886,79.584,31.847,3.361,-5.075
545,29/04/2020,72.646,-10.567,3.207,4.958,-23.045,41.948,-10.964,0.55,-26.229,48.912,-3.176,-13.763,18.245,281.255,140.082,40.897,79.764,31.818,3.347,-4.976
546,30/04/2020,72.608,-10.498,3.324,5.11,-22.814,41.779,-10.808,0.675,-26.214,48.835,-3.174,-13.546,18.562,281.066,139.945,41.202,79.676,31.735,3.289,-4.981
547,01/05/2020,72.613,-10.512,3.481,5.552,-22.361,41.673,-10.835,0.356,-26.191,48.476,-3.529,-13.504,18.968,281.096,139.609,41.153,79.656,31.718,3.431,-4.998
548,02/05/2020,72.774,-10.375,3.801,5.987,-21.428,41.471,-10.498,-1.072,-26.42,47.038,-5.363,-15.022,19.305,281.241,137.385,39.931,79.986,31.721,3.426,-4.806
549,03/05/2020,72.509,-10.715,3.821,6.054,-20.951,41.442,-10.377,-1.86,-26.592,46.888,-5.637,-14.763,19.416,281.296,136.309,39.857,79.908,31.619,2.912,-4.836
550,04/05/2020,72.382,-10.479,3.767,6.055,-20.825,41.214,-10.346,-2.076,-26.57,47.172,-5.245,-14.479,19.636,281.204,135.955,40.088,79.866,31.688,2.839,-4.87
551,05/05/2020,71.93,-10.399,3.692,5.941,-20.95,40.921,-10.403,-1.386,-26.566,47.521,-4.842,-14.125,19.613,280.769,136.71,40.543,79.45,31.62,2.869,-4.981
552,06/05/2020,71.766,-10.313,3.713,6.311,-20.853,40.996,-10.392,-0.952,-26.405,47.585,-5.045,-14.352,20.415,281.091,137.244,40.282,79.562,31.79,3.142,-5.022
553,07/05/2020,71.178,-10.145,3.728,6.634,-20.91,40.898,-10.411,-0.652,-26.301,47.8,-4.847,-14.282,21.104,281.086,137.675,40.436,79.222,31.849,3.084,-5.157
554,08/05/2020,70.842,-10.086,3.668,6.545,-21.026,40.892,-10.473,-0.009,-26.366,48.084,-4.534,-14.037,20.78,280.834,138.679,40.796,78.693,31.656,3.121,-5.154
555,09/05/2020,70.719,-10.114,3.62,6.239,-21.082,40.858,-10.597,0.449,-26.428,48.388,-4.244,-13.76,20.303,280.638,139.459,41.153,78.414,31.522,3.185,-5.182
556,10/05/2020,70.57,-10.004,3.422,5.966,-21.83,40.925,-10.447,0.888,-26.506,48.676,-4.015,-14.155,20.31,280.591,139.89,41.222,78.327,31.401,3.221,-5.22
557,11/05/2020,70.575,-10.724,3.428,5.965,-21.853,41.028,-10.287,1.226,-26.456,48.532,-4.665,-14.218,20.524,280.867,140.358,41.222,78.407,31.422,3.285,-5.185
558,12/05/2020,70.813,-10.543,3.439,6.137,-21.967,41.1,-10.232,1.46,-26.418,49.171,-4.507,-14.331,20.641,281.075,140.781,41.194,78.503,31.374,3.349,-5.146
559,13/05/2020,70.749,-10.704,3.21,5.922,-22.758,41.228,-10.121,1.772,-26.489,49.214,-4.607,-14.958,20.63,281.294,141.098,41.115,78.572,31.328,3.404,-5.221
560,14/05/2020,70.499,-11.576,2.75,5.322,-24.181,41.372,-9.933,2.106,-26.343,48.903,-5.342,-16.138,20.355,281.381,141.249,40.696,78.615,31.304,3.447,-5.296
561,15/05/2020,70.496,-11.818,2.752,5.267,-24.527,41.418,-9.862,2.3,-26.346,48.899,-5.358,-16.196,20.367,281.493,141.537,40.858,78.58,31.272,3.465,-5.26
562,16/05/2020,70.245,-12.26,2.446,4.693,-25.453,41.425,-9.827,2.506,-26.436,49.06,-5.112,-16.283,20.117,281.424,141.863,41.02,78.567,31.181,3.244,-5.43
563,17/05/2020,70.132,-12.401,2.197,4.147,-25.858,41.458,-9.854,2.646,-26.515,49.101,-4.685,-16.04,19.893,281.419,142.001,41.234,78.596,31.154,3.144,-5.45
564,18/05/2020,69.989,-12.672,2.092,3.942,-25.919,41.42,-9.825,2.877,-26.592,49.082,-4.587,-15.816,19.61,281.489,142.358,41.498,78.504,31.052,3.077,-5.626
565,19/05/2020,70.221,-12.018,1.927,3.727,-26.125,41.567,-9.851,2.89,-26.517,49.395,-3.768,-15.677,19.276,281.515,142.501,41.67,78.611,31.075,3.086,-5.449
566,20/05/2020,70.76,-11.374,1.987,4.029,-26.898,41.654,-9.858,2.322,-26.413,50.452,-2.954,-15.858,18.831,281.639,141.907,41.809,78.819,31.222,3.165,-5.194
567,21/05/2020,70.632,-11.245,2.333,4.806,-25.912,41.506,-9.925,2.372,-26.352,50.552,-2.862,-15.12,18.73,281.146,141.911,41.731,78.101,31.111,3.206,-5.1
568,22/05/2020,70.849,-11.085,2.58,4.95,-25.044,41.158,-10.045,2.597,-26.415,50.441,-2.76,-14.435,18.501,280.683,141.96,41.905,78.038,30.984,3.312,-5.214
569,23/05/2020,70.901,-10.985,2.793,5.057,-24.437,41.334,-10.088,2.707,-26.353,50.241,-2.781,-14.0,18.226,280.649,142.019,42.109,77.71,30.753,3.349,-5.291
570,24/05/2020,71.085,-10.755,2.992,5.045,-24.023,41.421,-10.027,2.705,-26.24,50.152,-2.705,-13.781,18.176,280.616,141.95,42.198,77.782,30.788,3.534,-5.371
571,25/05/2020,71.564,-10.445,3.138,5.059,-23.853,41.41,-9.95,2.44,-26.194,50.372,-2.509,-13.727,18.254,280.793,141.334,42.235,78.271,30.95,3.479,-5.235
572,26/05/2020,71.693,-10.291,3.278,5.166,-23.219,41.339,-9.97,2.147,-26.151,50.294,-2.722,-13.626,18.36,280.87,140.741,42.325,78.352,31.023,3.471,-5.214
573,27/05/2020,71.838,-9.93,3.421,5.306,-22.681,40.823,-9.952,2.487,-26.148,50.068,-2.767,-13.578,18.538,280.203,141.029,42.328,78.45,31.175,3.516,-4.85
574,28/05/2020,71.834,-9.892,3.601,5.35,-22.275,40.988,-9.974,2.18,-26.141,49.999,-2.745,-13.299,18.491,280.368,140.832,42.368,78.428,31.212,3.563,-4.866
575,29/05/2020,71.837,-9.787,3.705,5.284,-22.087,41.089,-10.025,2.142,-26.134,49.9,-2.706,-13.181,18.151,280.355,140.904,42.418,78.317,31.225,3.581,-4.74
576,30/05/2020,71.752,-9.682,3.664,4.849,-22.013,41.348,-10.021,2.045,-26.0,50.02,-2.636,-13.179,17.951,280.501,140.765,42.449,78.392,31.362,3.693,-4.803
577,31/05/2020,71.918,-9.57,3.703,4.988,-22.593,41.518,-10.214,1.429,-25.872,50.035,-2.327,-13.363,17.895,280.777,140.239,42.474,78.528,31.475,3.599,-4.738
578,01/06/2020,72.219,-9.352,3.785,5.193,-22.291,41.525,-10.091,1.056,-25.799,49.729,-2.302,-13.218,18.19,280.981,139.435,42.636,78.777,31.578,3.689,-4.786
579,02/06/2020,72.165,-9.461,3.813,5.158,-22.249,41.406,-10.026,1.332,-25.698,49.761,-2.229,-13.025,18.28,280.807,139.551,42.66,78.808,31.529,3.494,-4.842
